,AEP,GRU,CGH,POA,AJU,SSA,ARU,VCP,ASU,AUA,BEL,FOR,BOG,BPS,BRC,BSB,CNF,BVB,CGB,CKS,CLV,CZS,GYN,MAB,MAO,OPS,PMW,PVH,RBR,STM,BYO,CAC,GIG,SDU,REC,CWB,CXJ,FLN,GEL,JOI,NVT,PET,PFB,XAP,COR,EZE,MDZ,MVD,ROS,CGR,MOC,CPV,CUN,FEN,JDO,JJD,MCP,SLZ,THE,MCO,MIA,IZA,SJK,PUJ,VVI,IGU,IOS,JPA,LDB,MCZ,MGF,NAT,PNZ,PPB,RAO,SJP
MAO,4486.979250101326,2803.9633487491374,2821.666960845368,3659.0466959347186,4458.904321510881,4204.49242309844,3143.657119654188,2746.8422620476304,3934.8441774780613,7549.902127224432,6212.107383530805,5076.387942256544,7139.641993085113,4604.955800912776,5817.132976224266,1949.45376261712,2540.4339999828044,4458.067554556679,2828.1669967933994,3057.7592415306644,2168.432965122079,4806.478682249835,2113.3467759781415,3125.5650192011917,0.0,2888.7866021164564,2577.308787970009,3859.0057194761303,4201.157285764889,3624.166247628959,3725.3138587682424,3424.721470953704,3140.7944865803943,3148.0744807095202,4853.6274426822565,3152.8026604079287,3587.5270175436826,3309.3220392559015,3733.033672075516,3182.1805088377178,3234.8819135512686,3879.8045902609997,3586.073628238145,3534.262864747985,4749.617539398869,4515.690701531825,5213.180876827004,4361.729720730922,4546.083562371746,3574.9277302884657,2866.4134398943415,4996.993729875451,9406.961746199759,5403.116963733139,5466.347188070735,5300.155995789894,6532.301885346771,5722.741135860893,5572.073149972398,9671.412328216158,9377.18622106615,3285.4124183549084,2850.731259597148,8044.236086657631,4651.8048240133485,3545.042408586104,4428.990259801112,4962.279277723501,3156.8894054779657,5035.51162415035,3238.339566481146,5101.889975944172,4660.869225986235,3200.557295044236,2964.7435420358133,3084.329902897037
THE,4533.9333910199875,2842.218053510155,2868.621101764029,3706.0008368533795,1765.775310531028,1511.3634121185864,3222.0457455313253,2825.2308879247676,3977.5201438640106,7588.1568319854505,1631.4046489901152,495.68520771585435,4562.213631967282,1911.8267899329219,5864.087117142928,3622.619387355278,3323.882369308764,6131.233179294838,4501.332621531557,4730.924866268823,3841.598589860237,6479.644306987994,3786.5124007162995,4798.73064393935,5572.073149972399,4561.952226854614,4250.474412708168,5532.171344214288,5874.322910503048,5297.331872367117,3803.7024846453796,3503.110096830841,3179.049191341412,3186.329185470538,1123.0897722197744,3199.7568013265895,3634.481158462344,3356.276180174563,3779.987812994177,3229.1346497563786,3281.8360544699294,3926.7587311796606,3633.027769156806,3581.2170056666464,4796.470242578085,4562.644842450486,5260.0458982960245,4408.683861649583,4593.037703290407,3653.316356165603,3649.861809220301,1266.4560594129694,6440.313124511447,1672.579293270657,885.644453530045,719.4532612492052,1951.599150806082,1142.0384013202045,0.0,6300.052621612733,6065.139145354603,3323.6671231159266,2888.985964358166,8082.49079141865,4690.059528774367,3623.4310344632413,1735.8612488212589,1231.74160726102,3235.278031355103,1304.9739536878687,3316.7281923582836,1371.3523054816899,1967.7402150063808,3278.9459209213733,3043.1321679129505,3162.7185287741745
SLZ,4684.601376908483,2992.886039398651,3019.289087652525,3856.6688227418754,1916.443296419524,1662.0313980070823,3372.713731419821,2975.8988738132634,4128.188129752507,7738.824817873946,1782.072634878611,646.3531936043502,4712.881617855778,2062.4947758214175,6014.7551030314235,3773.287373243774,3474.5503551972597,6281.901165183333,4652.000607420053,4881.592852157319,3992.266575748733,6630.31229287649,3937.1803866047953,4949.398629827845,5722.741135860894,4712.620212743111,4401.142398596663,5682.839330102784,6024.990896391543,5447.999858255613,3954.3704705338755,3653.778082719337,3329.717177229908,3336.997171359034,1273.75775810827,3350.4247872150854,3785.14914435084,3506.9441660630587,3930.655798882673,3379.8026356448745,3432.5040403584253,4077.4267170681564,3783.6957550453017,3731.8849915551423,4947.138228466581,4713.3128283389815,5410.71388418452,4559.351847538079,4743.7056891789025,3803.9843420540988,3800.529795108797,1417.1240453014652,6590.981110399943,1823.2472791591526,1036.3124394185409,870.121247137701,2102.267136694578,0.0,1142.0384013202045,6450.720607501228,6215.807131243098,3474.3351090044225,3039.6539502466617,8233.158777307146,4840.727514662863,3774.099020351737,1886.5292347097547,1382.4095931495158,3385.946017243599,1455.6419395763646,3467.3961782467795,1522.0202913701855,2118.4082008948767,3429.613906809869,3193.8001538014464,3313.3865146626704
RBR,4789.229010631975,3106.2131092797863,3123.916721376017,3961.2964564653676,4761.15408204153,4506.742183629089,3445.906880184837,3049.0920225782793,4237.09393800871,7852.151887755081,6514.357144061454,5378.637702787193,7441.891753615762,4907.205561443425,6119.382736754915,2251.703523147769,2842.6837605134533,4760.317315087328,3130.4167573240484,3360.0090020613134,2470.682725652728,5108.728442780484,2415.5965365087905,3427.8147797318406,4201.157285764889,3191.0363626471053,2879.5585485006577,4161.255480006779,0.0,3926.416008159608,4027.5636192988914,3726.9712314843528,3443.044247111043,3450.324241240169,5155.877203212905,3455.0524209385776,3889.7767780743316,3611.5717997865504,4035.2834326061648,3484.4302693683667,3537.1316740819175,4182.054350791648,3888.323388768794,3836.512625278634,5051.867299929518,4817.940462062474,5515.430637357653,4663.979481261571,4848.333322902395,3877.1774908191146,3168.6632004249905,5299.2434904061,9709.211506730408,5705.366724263788,5768.596948601384,5602.405756320543,6834.55164587742,6024.990896391542,5874.322910503047,9973.662088746807,9679.435981596798,3587.6621788855573,3152.981020127797,8346.48584718828,4954.054584543997,3847.292169116753,4731.240020331761,5264.52903825415,3459.1391660086147,5337.761384680999,3540.589327011795,5404.139736474821,4963.1189865168835,3502.807055574885,3266.9933025664623,3386.579663427686
BVB,5046.139279423765,3363.123378071577,3380.8269901678077,4218.206725257158,5018.0643508333205,4763.65245242088,3702.817148976628,3306.00229137007,4494.0042068005005,8109.062156546871,6771.267412853244,5635.547971578983,7698.802022407553,5164.115830235215,6376.293005546706,2508.6137919395596,3099.5940293052445,0.0,3387.3270261158386,3616.9192708531045,2727.592994444519,5365.6387115722755,2672.506805300581,3684.725048523631,4458.067554556679,3447.946631438896,3136.468817292449,4418.16574879857,4760.317315087328,4183.3262769513985,4284.4738880906825,3983.8815002761435,3699.954515902834,3707.23451003196,5412.787472004696,3711.9626897303683,4146.687046866123,3868.4820685783416,4292.193701397956,3741.3405381601574,3794.041942873708,4438.964619583439,4145.233657560584,4093.422894070425,5308.777568721308,5074.850730854264,5772.340906149444,4920.889750053361,5105.243591694185,4134.087759610906,3425.573469216781,5556.15375919789,9966.121775522199,5962.276993055579,6025.507217393174,5859.316025112334,7091.46191466921,6281.901165183333,6131.233179294837,10230.572357538596,9936.34625038859,3844.5724476773485,3409.8912889195876,8603.396115980071,5210.964853335789,4104.202437908543,4988.150289123552,5521.439307045941,3716.0494348004054,5594.671653472789,3797.499595803586,5661.050005266611,5220.029255308674,3759.7173243666757,3523.9035713582534,3643.489932219477
BEL,5173.967624578394,3482.2522870685616,3508.6553353224353,4346.035070411786,2405.8095440894344,2151.397645676993,3862.0799790897318,3465.265121483174,4617.554377422417,8228.191065543857,0.0,1135.7194412742608,5202.247865525688,2551.8610234913285,6504.121350701334,4262.653620913685,3963.9166028671707,6771.267412853244,5141.366855089964,5370.95909982723,4481.632823418644,7119.678540546401,4426.546634274706,5438.764877497756,6212.107383530805,5201.986460413021,4890.508646266574,6172.205577772695,6514.357144061454,5937.366105925524,4443.736718203786,4143.144330389247,3819.083424899819,3826.363419028945,1763.1240057781808,3839.7910348849964,4274.51539202075,3996.310413732969,4420.022046552584,3869.1688833147855,3921.8702880283363,4566.792964738067,4273.062002715213,4221.251239225053,5436.504476136492,5202.6790760088925,5900.080131854431,5048.71809520799,5233.0719368488135,4293.350589724009,4289.896042778708,1906.4902929713758,7080.347358069854,2312.6135268290636,1525.6786870884516,1359.4874948076117,2591.6333843644884,1782.072634878611,1631.4046489901152,6940.086855171139,6705.173378913009,3963.7013566743335,3529.020197916572,8722.525024977056,5330.093762332774,4263.465268021648,2375.8954823796653,1871.7758408194263,3875.3122649135094,1945.0081872462752,3956.7624259166905,2011.3865390400963,2607.7744485647872,3918.98015447978,3683.166401471357,3802.7527623325814
CZS,5394.550407116922,3711.5345057647332,3729.238117860964,4566.617852950314,5366.475478526477,5112.063580114036,4051.228276669784,3654.4134190632262,4842.415334493657,8457.473284240026,7119.678540546401,5983.95909927214,8047.213150100709,5512.526957928371,6724.704133239862,2857.024919632716,3448.0051569984007,5365.6387115722755,3735.738153808995,3965.3303985462608,3076.004122137675,0.0,3020.9179329937374,4033.136176216787,4806.478682249835,3796.3577591320523,3484.879944985605,4766.576876491727,5108.728442780484,4531.737404644555,4632.885015783839,4332.2926279693,4048.36564359599,4055.645637725116,5761.198599697852,4060.3738174235245,4495.098174559279,4216.893196271498,4640.604829091112,4089.7516658533136,4142.453070566864,4787.375747276596,4493.64478525374,4441.834021763581,5657.188696414464,5423.26185854742,6120.7520338426,5269.3008777465175,5453.654719387341,4482.498887304062,3773.9845969099374,5904.564886891047,10314.532903215355,6310.688120748735,6373.91834508633,6207.72715280549,7439.8730423623665,6630.31229287649,6479.644306987993,10578.983485231754,10284.757378081746,4192.983575370505,3758.302416612744,8951.807243673227,5559.375981028945,4452.6135656016995,5336.5614168167085,5869.850434739097,4064.4605624935616,5943.082781165946,4145.910723496742,6009.461132959767,5568.44038300183,4108.128452059832,3872.3146990514097,3991.901059912633
MCP,5494.162126394361,3802.4467888845284,3828.849837138402,4666.229572227753,2726.004045905401,2471.5921474929596,4182.2744809056985,3785.4596232991407,4937.748879238384,8548.385567359823,2591.6333843644884,1455.9139430902276,5522.442367341655,2872.0555253072953,6824.315852517301,4582.848122729652,4284.1111046831375,7091.461914669211,5461.561356905931,5691.153601643196,4801.827325234611,7439.873042362367,4746.741136090673,5758.959379313723,6532.301885346772,5522.1809622289875,5210.703148082541,6492.400079588661,6834.551645877421,6257.5606077414905,4763.931220019753,4463.338832205214,4139.277926715786,4146.557920844912,2083.3185075941474,4159.985536700963,4594.709893836717,4316.504915548936,4740.21654836855,4189.363385130752,4242.064789844303,4886.987466554034,4593.256504531179,4541.44574104102,5756.698977952458,5522.873577824859,6220.274633670398,5368.912597023957,5553.26643866478,4613.545091539976,4610.090544594675,2226.6847947873425,7400.5418598858205,2632.8080286450304,1845.8731889044184,1679.6819966235785,0.0,2102.267136694578,1951.599150806082,7260.281356987106,7025.367880728976,4283.8958584903,3849.214699732539,9042.719526793022,5650.28826414874,4583.6597698376145,2696.089984195632,2191.970342635393,4195.506766729476,2265.202689062242,4276.956927732657,2331.581040856063,2927.968950380754,4239.174656295747,4003.3609032873237,4122.947264148548
BOG,6028.781385805385,4335.678644335976,4363.469674454213,5200.849409543564,5336.618527066601,5082.206628654159,4815.321132837658,4418.5062752311005,5470.9807346898315,9081.61742281127,5202.247865525688,4066.5284242514276,0.0,5482.670006468496,7358.904857052638,5190.188230467993,4832.141000812461,7698.8020224075535,6068.901464644272,6298.493709381538,5409.167432972952,8047.21315010071,5354.081243829015,6366.299487052065,7139.641993085113,6129.52106996733,5818.043255820882,7099.740187327004,7441.891753615762,6864.900715479833,5396.977871951713,5096.385484137174,4672.509782167233,4679.789776296359,4693.932988755348,4694.6053740167745,5129.329731152528,4851.124752864747,5274.836385684362,4723.983222446564,4776.684627160114,5421.607303869845,5127.876341846991,5076.065578356831,6289.930833403906,6057.490704609569,6753.506489121845,5903.331123108648,6087.539760593394,5246.591743471936,5158.120440723998,4837.299275948542,10011.15634104702,5243.422509806231,4456.487670065619,4290.296477784778,5522.442367341655,4712.881617855778,4562.213631967282,9870.895838148306,9635.982361890176,4817.127713941747,4382.446555183987,9575.951382244471,6183.520119600187,5216.706421769574,5306.704465356832,4802.584823796593,4828.553418661437,4875.817170223442,4910.003579664617,4942.195522017263,5538.583431541954,4872.221308227707,4636.407555219284,4755.993916080508
AUA,6439.041519944703,4745.938778475294,4773.729808593532,5611.109543682883,6452.227825720558,6197.815927308116,5225.581266976977,4828.766409370419,5881.24086882915,0.0,8228.191065543855,7092.471624269596,9081.61742281127,6598.279305122453,7769.164991191957,5600.448364607311,5242.40113495178,8109.062156546872,6479.16159878359,6708.753843520856,5819.4275671122705,8457.473284240028,5764.341377968333,6776.5596211913835,7549.902127224432,6539.781204106648,6228.303389960201,7510.000321466322,7852.151887755081,7275.160849619151,5807.238006091031,5506.645618276492,5082.769916306552,5090.049910435678,6847.590909503589,5104.865508156093,5539.589865291847,5261.384887004066,5685.09651982368,5134.243356585882,5186.944761299433,5831.867438009163,5538.136475986309,5486.325712496149,6700.190967543224,6467.750838748887,7163.766623261164,6313.5912572479665,6497.799894732712,5656.851877611254,5568.380574863317,6990.957196696783,11348.937175925916,7397.080430554472,7482.430870083786,7316.239677802946,8548.385567359823,7738.824817873945,7588.15683198545,11613.387757942315,11319.161650792306,5227.387848081065,4792.706689323305,9986.211516383788,6593.7802537395055,5626.966555908893,6422.313764010789,6956.242744544834,5238.813552800755,7029.475090971682,5320.263713803935,7095.853442765504,6654.192730195911,5282.481442367025,5046.667689358603,5166.254050219826
PUJ,6933.3754793779035,5240.2727379084945,5268.063768026732,6105.443503116083,6946.561785153758,6692.149886741317,5719.915226410177,5323.100368803619,6375.57482826235,9986.211516383788,8722.525024977056,7586.805583702795,9575.951382244471,7092.613264555652,8263.498950625157,6094.782324040511,5736.73509438498,8603.396115980071,6973.495558216791,7203.087802954056,6313.761526545471,8951.807243673227,6258.675337401533,7270.893580624583,8044.236086657632,7034.115163539848,6722.637349393401,8004.334280899522,8346.48584718828,7769.49480905235,6301.571965524231,6000.979577709692,5577.103875739751,5584.383869868878,7341.924868936789,5599.199467589293,6033.923824725047,5755.718846437266,6179.43047925688,5628.577316019082,5681.278720732633,6326.2013974423635,6032.470435419509,5980.659671929349,7194.5249269764245,6962.084798182087,7658.100582694364,6807.925216681166,6992.133854165912,6151.185837044454,6062.714534296516,7485.291156129984,11843.271135359117,7891.414389987671,7976.764829516986,7810.573637236146,9042.719526793022,8233.158777307146,8082.49079141865,12107.721717375516,11813.495610225507,5721.7218075142655,5287.040648756505,0.0,7088.1142131727065,6121.300515342093,6916.647723443989,7450.576703978034,5733.147512233954,7523.809050404883,5814.5976732371355,7590.187402198704,7148.5266896291105,5776.815401800225,5541.001648791803,5660.588009653026
MIA,8266.325613786423,6573.222872317013,6601.01390243525,7438.393637524601,6839.544040453922,6585.132142041481,7052.865360818695,6656.050503212137,7708.524962670868,11319.161650792306,6705.173378913009,5569.453937638748,9635.982361890176,6985.595519855816,9596.449085033675,7427.73245844903,7069.685228793498,9936.34625038859,8306.44569262531,8536.037937362575,7646.711660953989,10284.757378081746,7591.625471810052,8603.843715033101,9377.18622106615,8367.065297948368,8055.587483801919,9337.28441530804,9679.435981596798,9102.444943460869,7634.522099932749,7333.929712118211,6910.054010148269,6917.334004277396,6196.858502142668,6932.149601997811,7366.873959133565,7088.668980845784,7512.380613665398,6961.5274504276,7014.228855141151,7659.151531850882,7365.4205698280275,7313.609806337868,8527.475061384943,8295.034932590605,8991.050717102882,8140.875351089684,8325.083988574432,7484.135971452973,7395.664668705034,6340.2247893358635,11514.081854434342,6746.348023193551,5959.413183452939,5793.2219911720995,7025.367880728976,6215.807131243098,6065.139145354603,11373.821351535626,0.0,7054.671941922784,6619.9907831650235,11813.495610225507,8421.064347581225,7454.250649750611,6809.629978744153,6305.510337183914,7066.097646642473,6378.7426836107625,7147.547807645654,6445.121035404583,7041.508944929275,7109.7655362087435,6873.951783200321,6993.538144061545
CUN,8296.101138920032,6602.998397450622,6630.7894275688595,7468.169162658211,7214.7180196107665,6960.306121198325,7082.640885952304,6685.826028345747,7738.300487804478,11348.937175925916,7080.347358069854,5944.627916795593,10011.15634104702,7360.76949901266,9626.224610167284,7457.507983582639,7099.460753927107,9966.121775522199,8336.221217758919,8565.813462496184,7676.487186087598,10314.532903215355,7621.400996943661,8633.61924016671,9406.961746199759,8396.840823081977,8085.363008935528,9367.05994044165,9709.211506730408,9132.220468594478,7664.297625066359,7363.70523725182,6939.829535281879,6947.1095294110055,6572.032481299513,6961.925127131421,7396.649484267175,7118.444505979393,7542.156138799008,6991.30297556121,7044.0043802747605,7688.927056984491,7395.196094961637,7343.385331471477,8557.250586518552,8324.810457724214,9020.826242236491,8170.650876223293,8354.859513708041,7513.911496586582,7425.440193838644,6715.398768492708,0.0,7121.522002350395,6334.587162609783,6168.395970328944,7400.5418598858205,6590.981110399943,6440.313124511447,11748.99533069247,11514.081854434342,7084.447467056393,6649.766308298633,11843.271135359117,8450.839872714834,7484.02617488422,7184.803957900997,6680.684316340758,7095.873171776082,6753.916662767607,7177.323332779263,6820.295014561429,7416.682924086119,7139.541061342353,6903.7273083339305,7023.313669195154
MCO,8560.55172093643,6867.448979467021,6895.240009585258,7732.619744674609,7074.457516712052,6820.04561829961,7347.091467968703,6950.276610362145,8002.751069820876,11613.387757942315,6940.086855171139,5804.367413896878,9870.895838148306,7220.508996113946,9890.675192183684,7721.958565599038,7363.911335943506,10230.572357538598,8600.671799775317,8830.264044512583,7940.937768103997,10578.983485231754,7885.85157896006,8898.06982218311,9671.412328216158,8661.291405098375,8349.813590951926,9631.510522458047,9973.662088746807,9396.671050610878,7928.748207082757,7628.155819268219,7204.280117298278,7211.560111427404,6431.771978400799,7226.375709147819,7661.100066283573,7382.895087995792,7806.606720815406,7255.753557577608,7308.454962291159,7953.37763900089,7659.646676978035,7607.835913487876,8821.70116853495,8589.261039740613,9285.276824252891,8435.101458239693,8619.310095724439,7778.362078602981,7689.890775855043,6575.138265593993,11748.99533069247,6981.261499451681,6194.326659711069,6028.135467430229,7260.281356987106,6450.720607501228,6300.052621612733,0.0,11373.821351535626,7348.898049072792,6914.216890315031,12107.721717375516,8715.290454731232,7748.476756900619,7044.543455002283,6540.423813442044,7360.3237537924815,6613.656159868892,7441.773914795662,6680.034511662714,7276.422421187404,7403.991643358751,7168.177890350329,7287.764251211553
