,AEP,GRU,CGH,POA,AJU,SSA,ARU,VCP,ASU,AUA,BEL,FOR,BOG,BPS,BRC,BSB,BVB,CGB,CKS,CLV,CZS,GYN,MAB,MAO,OPS,PMW,PVH,RBR,STM,CNF,GIG,SDU,CWB,REC,AFL,AIR,ATM,BPG,BRA,BVH,CIZ,CMG,ERN,IRZ,ITB,JPR,LBR,MBZ,MNX,OAL,OIA,PIN,PYT,RBB,ROO,SJL,TBT,TFF,TMT,UDI,BYO,CAC,JOI,NVT,COR,EZE,MDZ,MVD,ROS,CGR,MOC,AAX,DIQ,GVR,IAL,IPN,POJ,TFL,VIX,FLL,LIS,MAD,MCO,ORY,CPV,CUN,FLN,GGJ,GPB,IGU,LDB,MGF,PMG,PPB,PTO,TEC,UMU,UVI,CXJ,FEN,JDO,JJD,MCP,SLZ,THE,MIA,BVS,CJZ,IMP,JAW,JPE,MEU,OPP,PTQ,TUR,GEL,IZA,RRJ,SJK,PUJ,VVI,VAG,IOS,JPA,MCZ,NAT,PET,PFB,PNZ,XAP,RIA,URG,PDP,RAO,CAU,JPO,QGP,SJP,GNM,LEC,UNA,VDC,AQA,BAT,FRC,JTC,MII,UBA,CUR,JMA,LHN,SET,SMT
BRA,2979.482450869321,1379.7010845207442,1397.404696616975,2130.3849944213207,1862.1365328944537,1607.7246344820123,1719.394855425795,1322.5799978192372,2403.8328034309825,6125.639862996039,3351.432628345529,2215.713187071268,5715.37972885672,2008.1880122963478,4314.394583523405,525.1914983887268,3033.8052903282864,1403.904732565006,1633.4969773022715,744.1707008936859,3382.2164180214427,689.0845117497483,1701.3027549727983,2474.645261005847,1464.5243378880632,1153.0465237416158,2434.743455247737,2776.8950215364957,2199.9039834005657,1116.1717357544114,1438.0686589401075,1452.5991149641227,1607.3840797403595,2178.651737691931,1636.084003640254,1915.543042916853,2010.870160618936,1004.181931304633,0.0,1884.8030895249358,2643.1563058016927,1617.4066781907406,3131.4370773934934,3070.7657865176843,2086.7113985791393,2131.2726185320175,2602.6305323845704,2281.560539259748,2362.5648471765717,2071.7686208932887,1593.947619857726,2284.7062048828557,712.9721858186495,2330.008223777025,1254.6377512277857,3252.3678924970086,3257.225960516688,2829.665829498277,2289.9485899214073,863.6423311524,2301.0515945398492,2043.6850255881209,1693.1947610739421,1766.0482419547689,3325.355275170475,3005.952774258145,3788.918612598611,2834.955750059619,3098.67816492653,2150.6654660600725,1442.1511756659484,1429.690269774695,1228.425193835443,1346.8775189914277,1534.952493233523,1267.255195485809,1401.946077771426,1443.0863083020147,1507.7196135869008,7525.8512070388915,8556.138036649445,8999.2847559468,7797.142198626454,9994.87759597899,2322.018024885126,7982.6994819713655,1853.268275717742,2138.5887186556283,1841.7456544924034,2140.4479775427976,1732.6271412495726,1814.077302252753,2348.037211074817,1776.295030815843,1967.4498630902804,1808.2960488422118,2067.685260978947,1812.0481583073013,2219.16013616261,2728.141258742814,2605.6724328854584,2439.4812406046185,3671.6271301614956,2862.066380675618,2711.398394787122,7785.167124710017,3558.8527657033396,2560.929281673083,3222.9403693800987,2693.1274516920716,3193.43539840324,3810.469751092201,3251.3716474731955,3753.570834202612,3457.6349438987295,2478.2415612498935,1582.6865907146218,1460.7199387073658,1426.4689953687548,6619.973822429238,3227.5425597849558,1615.611471699592,1832.2224711846848,2287.3035727331767,2360.5359191600255,2426.9142709538464,2351.500226540352,2355.3730517588247,2064.1014373698063,2483.7328203980405,2375.463889451814,2696.8046735247754,2780.713351734718,1540.4812778074204,2288.9172297840414,2462.4573756870577,2366.3223082107997,1660.067638668644,2112.659590439913,1930.8823752002584,1888.5274700145949,1956.4779706405816,1489.5484161166069,1631.9692102407123,1597.1667336147575,1542.3759206399384,1622.8204483150018,1691.5143153347178,5900.72783932876,9146.212351546204,20155.92158695179,7314.67410555694,20117.615298438453
BRC,3033.107045550085,3023.2262127166623,2995.466015378898,2184.0095891020846,4724.517474052643,4470.105575640201,3409.2702721959495,3012.4554145893917,3003.0466395667045,7769.164991191957,6477.720536072566,5342.001094798305,7358.904857052638,4870.568953454536,0.0,3789.2030851346785,6297.816877074238,4667.916319310958,4897.508564048223,4008.1822876396377,6646.228004767394,3953.0960984957,4965.31434171875,5738.6568477517985,4728.535924634015,4417.058110487567,5698.755041993689,6040.906608282447,5463.915570146517,3511.106895973388,3354.6313189162693,3361.288030008727,2793.3488752996973,5119.240595224017,4900.095590386206,5179.5546296628045,5274.881747364888,4268.193518050584,4314.394583523405,5148.8146762708875,5907.167892547644,4881.418264936692,6395.448664139445,6334.777373263636,5350.722985325091,5395.284205277969,5866.642119130522,5545.5721260057,5626.576433922523,5335.78020763924,4857.959206603678,5548.717791628807,3976.983772564601,5594.0198105229765,4518.649337973738,6516.37947924296,6521.237547262639,6093.677416244229,5553.960176667359,4127.653917898351,3675.151584122066,2789.0875863625583,2879.15955663328,2952.0130375141066,3439.807347602098,3059.577368938909,3884.3886048317645,2888.5803447403828,3152.3027596072943,3589.502331650705,3837.0863358849247,3824.6254299936713,3623.3603540544195,3741.812679210404,3929.8876534524998,3662.1903557047854,3796.8812379904025,3838.021468520991,3902.654773805877,9524.287069865764,10940.994631075102,11387.914540731006,9802.078796655278,12379.587736388305,5262.606882417213,9626.224610167284,2547.4646793223146,3324.553514214966,3027.710450051741,2772.53587705415,3108.7208296602294,3160.6654806998627,3534.002006634155,3239.567382705823,3153.414658649618,2994.2608444015495,3253.650056538285,2998.012953866639,2272.7847308433734,5668.7301162749,5731.960340612495,5565.769148331656,6797.915037888532,5988.354288402656,5837.686302514159,9596.449085033675,6685.140673430376,5687.21718940012,6349.228277107136,5819.415359419108,6319.723306130278,6936.757658819239,6377.659555200233,6879.858741929649,6583.922851625766,2531.8661559306574,3499.249250690784,3377.2825986835273,3069.994123564673,8263.498950625157,4871.067687980874,3259.1365998955102,4694.6034123428735,5227.892430265263,5301.1247766921115,5367.503128485932,2405.1248212211162,2408.9976464395886,4926.482378527995,2537.357415078805,2429.088484132578,2750.4292682055393,2834.3379464154814,3230.3566945775747,5229.506087316127,5403.046233219144,5306.911165742886,3349.9430554387986,4975.040531598102,4793.263316358447,4750.908411172783,4818.85891179877,3179.4238328867614,3321.8446270108666,3287.042150384912,3232.251337410093,3312.695865085156,3381.3897321048726,7590.603256098913,10836.08776831636,21845.797003721946,9004.549522327095,21807.49071520861
PMW,3082.145977833483,1482.3646114849062,1500.0682235811369,2233.0485213854827,1964.800059858616,1710.3881614461745,1822.0583823899572,1425.2435247833994,2506.4963303951445,6228.303389960201,3454.0961553096913,2318.3767140354303,5818.043255820882,2110.85153926051,4417.058110487567,627.855025352889,3136.468817292449,1506.5682595291682,1736.1605042664337,846.8342278578481,3484.879944985605,791.7480387139105,1803.9662819369605,2577.308787970009,1567.1878648522256,0.0,2537.4069822118995,2879.5585485006577,2302.567510364728,1218.8352627185736,1540.7321859042697,1555.262641928285,1710.0476067045217,2281.3152646560934,1738.7475306044162,2018.2065698810152,2113.533687583098,1106.8454582687953,1153.0465237416158,1987.466616489098,2745.8198327658547,1720.0702051549029,3234.1006043576554,3173.4293134818463,2189.3749255433017,2233.93614549618,2705.294059348733,2384.22406622391,2465.228374140734,2174.432147857451,1696.6111468218883,2387.3697318470176,815.6357127828117,2432.6717507411868,1357.3012781919479,3355.031419461171,3359.88948748085,2932.329356462439,2392.61211688557,966.3058581165621,2403.715121504011,2146.348552552283,1795.8582880381043,1868.711768918931,3428.0188021346376,3108.616301222307,3891.5821395627736,2937.6192770237813,3201.3416918906923,2253.3289930242345,1544.8147026301106,1532.3537967388572,1331.0887207996052,1449.5410459555899,1637.6160201976852,1369.9187224499713,1504.6096047355882,1545.749835266177,1610.383140551063,7628.5147340030535,8658.801563613606,9101.94828291096,7899.805725590617,10097.54112294315,2424.6815518492886,8085.363008935528,1955.9318026819042,2241.2522456197903,1944.4091814565656,2243.11150450696,1835.2906682137348,1916.7408292169152,2450.7007380389796,1878.958557780005,2070.113390054443,1910.959575806374,2170.3487879431095,1914.7116852714635,2321.823663126772,2830.804785706976,2708.335959849621,2542.144767568781,3774.290657125658,2964.7299076397803,2814.061921751284,7887.830651674179,3661.516292667502,2663.592808637245,3325.6038963442606,2795.790978656234,3296.0989253674024,3913.1332780563635,3354.0351744373575,3856.234361166774,3560.298470862892,2580.9050882140555,1685.350117678784,1563.383465671528,1529.132522332917,6722.637349393401,3330.206086749118,1718.274998663754,1934.885998148847,2389.967099697339,2463.1994461241875,2529.577797918009,2454.1637535045143,2458.0365787229866,2166.7649643339687,2586.396347362203,2478.127416415976,2799.4682004889373,2883.3768786988803,1643.1448047715826,2391.580756748204,2565.12090265122,2468.985835174962,1762.731165632806,2215.3231174040748,2033.5459021644206,1991.190996978757,2059.1414976047436,1592.211943080769,1734.6327372048745,1699.8302605789197,1645.0394476041006,1725.483975279164,1794.17784229888,6003.391366292922,9248.875878510366,20258.585113915953,7417.337632521102,20220.278825402616
SSA,3144.940351135091,1451.8771488328223,1479.6280618791327,2316.6729838457454,254.41189841244145,0.0,1854.4650186573672,1457.6501610508094,2538.9029666625547,6197.815927308116,3908.7742660500876,2773.0548247758265,5787.555793168798,400.46337781433544,4470.105575640201,1082.5331360932855,3591.146928032845,1961.2463702695647,2190.83861500683,1301.5123385982447,3939.5580557260014,1246.426149454307,2258.6443926773572,3031.9868987104055,2021.865975592622,1710.3881614461745,2992.085092952296,3334.2366592410544,2757.2456211051244,959.0514834038477,1319.9835583693066,1332.8450661950824,1805.0645565263435,2567.4490612867403,2193.425641344813,2472.8846806214115,2568.211798323495,1561.5235690091918,1607.7246344820123,2442.1447272294945,3200.4979435062514,2174.748315895299,3688.778715098052,3628.107424222243,2644.053036283698,2688.6142562365762,3159.972170089129,2838.902176964307,2919.9064848811304,2629.1102585978474,2151.2892575622845,2842.0478425874144,1270.3138235232082,2887.3498614815835,1811.9793889323444,3809.7095302015673,3814.5675982212465,3387.007467202836,2847.290227625966,1420.9839688569587,2436.1217577714215,2241.365502374105,1840.1416098714826,1892.8430145850334,3406.129337900752,3173.651802565589,3869.7049936186913,3019.529627605494,3203.73826509024,2285.7356292916447,1285.0309233153846,1272.5700174241313,1071.3049414848792,1189.757266640864,1377.8322408829592,1110.1349431352453,1244.8258254208622,1285.966055951451,1350.599361236337,7368.730954688327,8399.017784298881,8842.164503596236,7640.0219462758905,9837.757343628426,2710.815348479935,8054.875546283444,2050.9487525037257,2336.2691954416123,2039.4261312783874,2338.1284543287816,1867.6973044811448,1949.1474654843253,2545.717687860801,1911.3651940474151,2165.1303398762643,2005.9765256281958,2265.365737764931,2009.7286350932852,2405.448125587034,3116.938582337623,3163.014070590017,2996.822878309177,4228.968767866054,3419.4080183801766,3268.7400324916807,8025.100021149835,4116.194403407899,3118.270919377642,3780.2820070846574,3250.4690893966304,3750.7770361077987,4367.811388796759,3808.713285177754,4310.912471907171,4014.976581603288,2664.5295506743187,1464.6014901438211,1342.634838136565,1498.645059680833,6692.149886741317,3299.718624097034,1687.7875360116702,224.49783670267232,2676.1008963279855,2749.333242754835,2815.7115945486557,2537.788215964777,2541.66104118325,456.3768028877942,2670.0208098224657,2561.751878876239,2883.0926629492005,2967.0013411591426,1675.5514410389926,2677.7145533788507,2851.254699281867,2755.119631805609,1795.1378019002161,504.9349559579004,323.1577407182461,280.80283553258255,348.75333615856925,1624.618579348179,1767.0393734722845,1732.2368968463297,1677.4460838715106,1757.890611546574,1826.58447856629,6035.798002560331,9281.282514777777,20290.991750183362,7449.744268788512,20252.685461670026
ROO,3183.737205319653,1583.955838971076,1601.6594510673067,2334.639748871653,2066.3912873447857,1811.9793889323444,1923.649609876127,1526.8347522695692,2608.0875578813143,6329.89461744637,3555.6873827958607,2419.9679415215996,5919.634483307052,2212.44276674668,4518.649337973738,729.4462528390588,3238.0600447786182,1608.159487015338,1837.7517317526035,948.4254553440179,3586.4711724717745,893.3392662000804,1905.5575094231303,2678.900015456179,1668.7790923383955,1357.3012781919479,2638.9982096980693,2981.149775986828,2404.1587378508975,1320.4264902047435,1642.3234133904396,1656.8538694144547,1811.6388341906916,2382.9064921422632,1840.338758090586,2119.797797367185,2215.1249150692684,1208.436685754965,1254.6377512277857,2089.057843975268,2847.411060252025,1821.6614326410727,3335.6918318438256,3275.0205409680166,2290.9661530294716,2335.5273729823493,2806.885286834902,2485.8152937100804,2566.819601626904,2276.0233753436205,1798.202374308058,2488.9609593331875,917.2269402689815,2534.262978227357,0.0,3456.6226469473404,3461.4807149670196,3033.9205839486094,2494.203344371739,1067.897085602732,2505.3063489901815,2247.939780038453,1897.4495155242741,1970.3029964051009,3529.610029620807,3210.207528708477,3993.173367048943,3039.2105045099506,3302.9329193768617,2354.9202205104048,1646.4059301162804,1633.945024225027,1432.679948285775,1551.1322734417597,1739.207247683855,1471.509949936141,1606.200832221758,1647.3410627523467,1711.9743680372328,7730.105961489223,8760.392791099777,9203.539510397131,8001.396953076786,10199.132350429321,2526.272779335458,8186.954236421698,2057.523030168074,2342.8434731059606,2046.0004089427355,2344.7027319931294,1936.8818956999046,2018.332056703085,2552.291965525149,1980.549785266175,2171.704617540612,2012.5508032925438,2271.940015429279,2016.3029127576333,2423.4148906129417,2932.3960131931462,2809.92718733579,2643.7359950549508,3875.8818846118274,3066.3211351259497,2915.6531492374543,7989.421879160348,3763.1075201536714,2765.184036123415,3427.195123830431,2897.3822061424034,3397.690152853572,4014.724505542533,3455.6264019235277,3957.825588652944,3661.8896983490613,2682.4963157002258,1786.9413451649539,1664.9746931576979,1630.7237498190868,6824.22857687957,3431.7973142352876,1819.866226149924,2036.4772256350168,2491.5583271835085,2564.7906736103578,2631.1690254041787,2555.754980990684,2559.627806209157,2268.3561918201385,2687.987574848373,2579.718643902146,2901.0594279751076,2984.9681061850497,1744.7360322577524,2493.1719842343737,2666.71213013739,2570.577062661132,1864.322393118976,2316.914344890245,2135.1371296505904,2092.782224464927,2160.732725090914,1693.803170566939,1836.2239646910443,1801.4214880650895,1746.6306750902704,1827.0752027653339,1895.7690697850499,6104.982593779091,9350.467105996537,20360.176341402122,7518.928860007271,20321.870052888786
CGB,3333.0041866568736,1733.2228203082964,1750.926432404527,2483.9067302088733,2215.658268682006,1961.2463702695647,2072.9165912133476,1676.1017336067896,2757.3545392185347,6479.16159878359,3704.954364133081,2569.23492285882,6068.901464644272,2361.7097480839,4667.916319310958,878.7132341762792,3387.3270261158386,0.0,1987.018713089824,1097.6924366812382,3735.738153808995,1042.6062475373008,2054.8244907603507,2828.1669967933994,1818.0460736756158,1506.5682595291682,2788.2651910352897,3130.4167573240484,2553.425719188118,1469.6934715419638,1791.59039472766,1806.120850751675,1960.905815527912,2532.1734734794836,1989.6057394278064,2269.0647787044054,2364.3918964064887,1357.7036670921855,1403.904732565006,2238.3248253124884,2996.6780415892454,1970.928413978293,3484.958813181046,3424.287522305237,2440.233134366692,2484.7943543195697,2956.1522681721226,2635.0822750473008,2716.0865829641243,2425.290356680841,1947.4693556452785,2638.227940670408,1066.4939216062019,2683.5299595645774,1608.159487015338,3605.889628284561,3610.74769630424,3183.18756528583,2643.4703257089595,1217.1640669399524,2654.573330327402,2397.2067613756735,2046.7164968614945,2119.5699777423215,3678.8770109580273,3359.4745100456976,4142.440348386163,3188.477485847171,3452.199900714082,2504.187201847625,1795.6729114535008,1783.2120055622474,1581.9469296229954,1700.39925477898,1888.4742290210754,1620.7769312733615,1755.4678135589784,1796.608044089567,1861.2413493744532,7879.372942826443,8909.659772436997,9352.80649173435,8150.663934414007,10348.39933176654,2675.5397606726783,8336.221217758919,2206.7900115052944,2492.110454443181,2195.267390279956,2493.96971333035,2086.148877037125,2167.5990380403055,2701.5589468623693,2129.816766603395,2320.9715988778325,2161.817784629764,2421.2069967664993,2165.5698940948537,2572.681871950162,3081.6629945303666,2959.1941686730106,2793.002976392171,4025.148865949048,3215.58811646317,3064.9201305746747,8138.688860497568,3912.374501490892,2914.4510174606353,3576.4621051676513,3046.649187479624,3546.957134190792,4163.991486879753,3604.893383260748,4107.0925699901645,3811.1566796862817,2831.763297037446,1936.2083265021743,1814.2416744949182,1779.9907311563072,6973.49555821679,3581.064295572508,1969.1332074871443,2185.7442069722374,2640.825308520729,2714.057654947578,2780.436006741399,2705.0219623279045,2708.8947875463773,2417.623173157359,2837.254556185593,2728.9856252393665,3050.326409312328,3134.23508752227,1894.0030135949728,2642.438965571594,2815.9791114746104,2719.8440439983524,2013.5893744561963,2466.1813262274654,2284.404110987811,2242.0492058021473,2309.9997064281342,1843.0701519041593,1985.4909460282647,1950.68846940231,1895.8976564274908,1976.3421841025543,2045.0360511222702,6254.2495751163115,9499.734087333756,20509.443322739346,7668.195841344492,20471.13703422601
IOS,3369.4381878377635,1676.3749855354945,1704.125898581805,2541.170820548418,478.9097351151138,224.49783670267232,2078.9628553600396,1682.1479977534818,2763.400803365227,6422.313764010789,4133.27210275276,2997.552661478499,6012.053629871471,624.9612145170078,4694.6034123428735,1307.030972795958,3815.6447647355176,2185.744206972237,2415.3364517095024,1526.0101753009171,4164.055892428673,1470.9239861569795,2483.1422293800297,3256.484735413078,2246.3638122952943,1934.8859981488467,3216.582929654968,3558.734495943727,2981.743457807797,1183.54932010652,1544.481395071979,1557.3429028977548,2029.562393229016,2791.9468979894127,2417.9234780474853,2697.382517324084,2792.7096350261672,1786.0214057118642,1832.2224711846848,2666.642563932167,3424.995780208924,2399.2461525979716,3913.2765518007245,3852.6052609249155,2868.5508729863705,2913.1120929392487,3384.4700067918016,3063.4000136669792,3144.404321583803,2853.60809530052,2375.787094264957,3066.545679290087,1494.8116602258806,3111.847698184256,2036.4772256350166,4034.2073669042397,4039.065434923919,3611.5053039055083,3071.7880643286385,1645.481805559631,2660.619594474094,2465.8633390767773,2064.639446574155,2117.340851287706,3630.6271746034245,3398.1496392682616,4094.2028303213638,3244.0274643081666,3428.2361017929125,2510.233465994317,1509.5287600180568,1497.0678541268035,1295.8027781875517,1414.2551033435361,1602.3300775856314,1334.6327798379175,1469.3236621235346,1510.4638926541234,1575.0971979390092,7593.2287913909995,8623.515621001554,9066.662340298908,7864.519782978563,10062.255180331098,2935.3131851826074,8279.373382986116,2275.446589206398,2560.7670321442847,2263.92396798106,2562.626291031454,2092.195141183817,2173.6453021869975,2770.2155245634735,2135.8630307500875,2389.6281765789367,2230.474362330868,2489.8635744676035,2234.2264717959574,2629.9459622897066,3341.4364190402953,3387.5119072926896,3221.3207150118496,4453.466604568726,3643.905855082849,3493.237869194353,8249.597857852506,4340.692240110571,3342.7687560803142,4004.77984378733,3474.966926099303,3975.274872810471,4592.309225499432,4033.2111218804266,4535.410308609843,4239.47441830596,2889.027387376991,1689.0993268464936,1567.132674839237,1723.142896383505,6916.647723443989,3524.2164607997065,1912.2853727143424,0.0,2900.598733030658,2973.8310794575073,3040.209431251328,2762.2860526674494,2766.1588778859223,680.8746395904666,2894.518646525138,2786.2497155789115,3107.590499651873,3191.499177861815,1900.0492777416648,2902.212390081523,3075.7525359845395,2979.6174685082815,2019.6356386028883,729.4327926605727,547.6555774209185,505.30067223525486,573.2511728612416,1849.1164160508515,1991.5372101749567,1956.7347335490022,1901.9439205741828,1982.3884482492463,2051.0823152689622,6260.2958392630035,9505.78035148045,20515.489586886033,7674.242105491185,20477.183298372696
OPS,3393.6237919799305,1793.8424256313538,1811.5460377275845,2544.5263355319303,2276.2778740050635,2021.865975592622,2133.5361965364045,1736.7213389298468,2817.974144541592,6539.781204106648,3765.5739694561385,2629.8545281818774,6129.52106996733,2422.3293534069576,4728.535924634015,939.3328394993365,3447.946631438896,1818.0460736756158,2047.6383184128813,1158.3120420042956,3796.3577591320523,1103.225852860358,2115.444096083408,2888.7866021164564,0.0,1567.1878648522256,2848.884796358347,3191.0363626471053,2614.0453245111753,1530.3130768650212,1852.210000050717,1866.7404560747323,2021.525420850969,2592.793078802541,2050.2253447508638,2329.684384027463,2425.0115017295457,1418.3232724152426,1464.5243378880632,2298.9444306355454,3057.2976469123023,2031.5480193013505,3545.578418504103,3484.907127628294,2500.8527396897493,2545.413959642627,3016.77187349518,2695.7018803703577,2776.7061882871817,2485.9099620038983,2008.0889609683359,2698.8475459934652,1127.113526929259,2744.1495648876344,1668.7790923383955,3666.509233607618,3671.3673016272974,3243.8071706088867,2704.089931032017,1277.7836722630095,2715.192935650459,2457.8263666987305,2107.3361021845517,2180.1895830653784,3739.4966162810847,3420.0941153687545,4203.059953709221,3249.0970911702284,3512.8195060371395,2564.806807170682,1856.292516776558,1843.8316108853046,1642.5665349460528,1761.0188601020373,1949.0938343441326,1681.3965365964186,1816.0874188820358,1857.2276494126245,1921.8609546975104,7939.992548149501,8970.279377760055,9413.426097057409,8211.283539737064,10409.018937089599,2736.1593659957357,8396.840823081975,2267.409616828352,2552.730059766238,2255.886995603013,2554.589318653407,2146.768482360182,2228.218643363363,2762.1785521854267,2190.4363719264525,2381.59120420089,2222.4373899528214,2481.8266020895567,2226.189499417911,2633.3014772732195,3142.2825998534236,3019.813773996068,2853.6225817152285,4085.768471272105,3276.2077217862275,3125.5397358977316,8199.308465820626,3972.994106813949,2975.0706227836927,3637.0817104907082,3107.268792802681,3607.5767395138496,4224.611092202811,3665.512988583805,4167.712175313221,3871.776285009339,2892.382902360503,1996.8279318252316,1874.8612798179756,1840.6103364793644,7034.115163539848,3641.6839008955653,2029.7528128102017,2246.3638122952943,2701.4449138437863,2774.677260270635,2841.0556120644565,2765.641567650962,2769.5143928694342,2478.2427784804163,2897.8741615086506,2789.6052305624235,3110.946014635385,3194.8546928453275,1954.6226189180302,2703.0585708946514,2876.5987167976677,2780.46364932141,2074.2089797792537,2526.8009315505224,2345.023716310868,2302.6688111252047,2370.619311751191,1903.6897572272164,2046.110551351322,2011.308074725367,1956.5172617505482,2036.9617894256116,2105.6556564453276,6314.869180439369,9560.353692656814,20570.0629280624,7728.81544666755,20531.756639549065
AJU,3399.3522495475327,1706.2890472452636,1734.039960291574,2571.084882258187,0.0,254.41189841244145,2108.8769170698088,1712.0620594632508,2793.3148650749963,6452.227825720558,4163.186164462529,3027.466723188268,6041.96769158124,654.8752762267769,4724.517474052643,1336.9450345057269,3845.5588264452867,2215.658268682006,2445.2505134192716,1555.924237010686,4193.9699541384425,1500.8380478667484,2513.056291089799,3286.398797122847,2276.2778740050635,1964.800059858616,3246.4969913647374,3588.648557653496,3011.657519517566,1213.463381816289,1574.395456781748,1587.2569646075237,2059.476454938785,2821.860959699182,2447.8375397572545,2727.296579033853,2822.6236967359364,1815.9354674216331,1862.1365328944537,2696.556625641936,3454.909841918693,2429.1602143077407,3943.1906135104937,3882.5193226346846,2898.4649346961396,2943.026154649018,3414.3840685015707,3093.3140753767484,3174.318383293572,2883.522157010289,2405.701155974726,3096.459740999856,1524.7257219356495,3141.761759894025,2066.3912873447857,4064.121428614009,4068.979496633688,3641.4193656152775,3101.7021260384076,1675.3958672694,2690.533656183863,2495.7774007865464,2094.553508283924,2147.254912997475,3660.5412363131936,3428.0637009780307,4124.116892031133,3273.9415260179358,3458.1501635026816,2540.1475277040863,1539.442821727826,1526.9819158365726,1325.7168398973206,1444.1691650533053,1632.2441392954006,1364.5468415476867,1499.2377238333036,1540.3779543638923,1605.0112596487784,7623.142853100769,8653.429682711323,9096.576402008677,7894.433844688332,10092.169242040867,2965.2272468923766,8309.287444695885,2305.3606509161673,2590.681093854054,2293.838029690829,2592.540352741223,2122.1092028935864,2203.5593638967666,2800.1295862732427,2165.7770924598567,2419.542238288706,2260.3884240406373,2519.7776361773726,2264.1405335057266,2659.8600239994757,3371.3504807500644,3417.4259690024587,3251.234776721619,4483.3806662784955,3673.819916792618,3523.1519309041223,8279.511919562276,4370.60630182034,3372.6828177900834,4034.693905497099,3504.880987809072,4005.1889345202403,4622.223287209201,4063.125183590196,4565.324370319612,4269.388480015729,2918.9414490867603,1719.0133885562625,1597.0467365490063,1753.0569580932743,6946.561785153758,3554.1305225094757,1942.1994344241116,478.9097351151138,2930.512794740427,3003.7451411672764,3070.1234929610973,2792.2001143772186,2796.0729395956914,710.7887013002356,2924.4327082349073,2816.1637772886806,3137.504561361642,3221.413239571584,1929.963339451434,2932.1264517912923,3105.6665976943086,3009.5315302180506,2049.5497003126575,759.3468543703418,577.5696391306875,535.214733945024,603.1652345710107,1879.0304777606204,2021.4512718847259,1986.648795258771,1931.857982283952,2012.3025099590154,2080.9963769787314,6290.209900972773,9535.694413190218,20545.403648595802,7704.156167200954,20507.097360082465
UNA,3425.7431866676734,1732.6799843654048,1760.4308974117153,2597.475819378328,535.214733945024,280.80283553258255,2135.2678541899495,1738.452996583392,2819.705802195137,6478.618762840699,4189.57710158267,3053.8576603084093,6068.35862870138,681.266213346918,4750.908411172783,1363.335971625868,3871.949763565428,2242.0492058021473,2471.6414505394123,1582.3151741308272,4220.360891258584,1527.2289849868896,2539.4472282099396,3312.789734242988,2302.6688111252042,1991.190996978757,3272.887928484878,3615.0394947736368,3038.048456637707,1239.8543189364302,1600.7863939018891,1613.647901727665,2085.8673920589263,2848.2518968193226,2474.228476877395,2753.687516153994,2849.014633856077,1842.3264045417743,1888.5274700145949,2722.947562762077,3481.3007790388338,2455.5511514278815,3969.5815506306344,3908.9102597548253,2924.8558718162803,2969.417091769159,3440.775005621712,3119.705012496889,3200.7093204137127,2909.91309413043,2432.092093094867,3122.8506781199967,1551.1166590557907,3168.152697014166,2092.782224464927,4090.51236573415,4095.3704337538293,3667.810302735418,3128.093063158549,1701.7868043895412,2716.924593304004,2522.168337906687,2120.944445404065,2173.6458501176157,3686.9321734333344,3454.454638098172,4150.507829151274,3300.3324631380765,3484.5411006228223,2566.538464824227,1565.8337588479671,1553.3728529567138,1352.1077770174618,1470.5601021734465,1658.6350764155418,1390.9377786678278,1525.6286609534448,1566.7688914840335,1631.4021967689196,7649.533790220909,8679.820619831464,9122.967339128818,7920.824781808473,10118.560179161008,2991.6181840125173,8335.678381816027,2331.751588036308,2617.0720309741946,2320.2289668109697,2618.9312898613643,2148.500140013727,2229.950301016908,2826.520523393384,2192.168029579998,2445.933175408847,2286.7793611607785,2546.168573297514,2290.5314706258678,2686.2509611196165,3397.7414178702056,3443.8169061226,3277.6257138417595,4509.771603398636,3700.2108539127594,3549.542868024263,8305.902856682418,4396.997238940481,3399.073754910224,4061.0848426172397,3531.271924929213,4031.5798716403815,4648.614224329342,4089.5161207103365,4591.715307439753,4295.779417135871,2945.332386206901,1745.4043256764037,1623.4376736691474,1779.4478952134154,6972.952722273899,3580.5214596296164,1968.5903715442528,505.30067223525486,2956.903731860568,3030.136078287417,3096.514430081238,2818.5910514973593,2822.463876715832,737.1796384203767,2950.823645355048,2842.5547144088214,3163.895498481783,3247.804176691725,1956.3542765715752,2958.517388911433,3132.0575348144494,3035.9224673381914,2075.9406374327987,785.737791490483,603.9605762508286,0.0,629.5561716911518,1905.4214148807616,2047.842209004867,2013.0397323789123,1958.2489194040932,2038.6934470791566,2107.3873140988726,6316.600838092913,9562.085350310359,20571.794585715947,7730.547104321095,20533.48829720261
