origin,destination,origin_city,dest_city,path,path_length,stops,total_distance,direct_distance,efficiency,airlines,segments
REC,CLV,Guararapes - Gilberto Freyre International Airport,Nelson Ribeiro Guimar�es Airport,REC → CNF → CLV,3,1,2139.7,1825.4,0.853,"G3, AD","[{'from': 'REC', 'to': 'CNF', 'airline': 'G3', 'distance': 1607.72}, {'from': 'CNF', 'to': 'CLV', 'airline': 'AD', 'distance': 531.98}]"
MAB,JTC,Jo�o Correa da Rocha Airport,Bauru - Arealva Airport,MAB → BSB → VCP → JTC,4,2,2190.9,1867.91,0.853,"G3, AD","[{'from': 'MAB', 'to': 'BSB', 'airline': 'G3', 'distance': 1175.14}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'JTC', 'airline': 'AD', 'distance': 217.76}]"
JTC,MAB,Bauru - Arealva Airport,Jo�o Correa da Rocha Airport,JTC → VCP → BSB → MAB,4,2,2190.9,1867.91,0.853,"G3, AD","[{'from': 'JTC', 'to': 'VCP', 'airline': 'AD', 'distance': 217.76}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'MAB', 'airline': 'G3', 'distance': 1175.14}]"
SJK,CKS,Professor Urbano Ernesto Stumpf Airport,Caraj�s Airport,SJK → SDU → CNF → CKS,4,2,2290.67,1953.94,0.853,"G3, AD","[{'from': 'SJK', 'to': 'SDU', 'airline': 'AD', 'distance': 278.31}, {'from': 'SDU', 'to': 'CNF', 'airline': 'G3', 'distance': 374.88}, {'from': 'CNF', 'to': 'CKS', 'airline': 'G3', 'distance': 1637.48}]"
CKS,SJK,Caraj�s Airport,Professor Urbano Ernesto Stumpf Airport,CKS → CNF → SDU → SJK,4,2,2290.67,1953.94,0.853,"G3, AD","[{'from': 'CKS', 'to': 'CNF', 'airline': 'G3', 'distance': 1637.48}, {'from': 'CNF', 'to': 'SDU', 'airline': 'G3', 'distance': 374.88}, {'from': 'SDU', 'to': 'SJK', 'airline': 'AD', 'distance': 278.31}]"
THE,CFB,Senador Petr�nio Portela Airport,Cabo Frio Airport,THE → BSB → CNF → CFB,4,2,2331.41,1987.77,0.853,"G3, AD","[{'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'CNF', 'airline': 'G3', 'distance': 590.9}, {'from': 'CNF', 'to': 'CFB', 'airline': 'AD', 'distance': 416.02}]"
STM,CPV,Maestro Wilson Fonseca Airport,Presidente Jo�o Suassuna Airport,STM → BEL → REC → CPV,4,2,2532.13,2160.44,0.853,"G3, AD","[{'from': 'STM', 'to': 'BEL', 'airline': 'G3', 'distance': 710.76}, {'from': 'BEL', 'to': 'REC', 'airline': 'AD', 'distance': 1677.97}, {'from': 'REC', 'to': 'CPV', 'airline': 'AD', 'distance': 143.4}]"
GYN,TFF,Santa Genoveva Airport,Tef� Airport,GYN → BSB → MAO → TFF,4,2,2631.6,2244.52,0.853,"G3, AD","[{'from': 'GYN', 'to': 'BSB', 'airline': 'G3', 'distance': 162.63}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}]"
TFF,GYN,Tef� Airport,Santa Genoveva Airport,TFF → MAO → BSB → GYN,4,2,2631.6,2244.52,0.853,"G3, AD","[{'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'GYN', 'airline': 'G3', 'distance': 162.63}]"
MCP,MII,Alberto Alcolumbre Airport,Frank Miloye Milenkowichi�Mar�lia State Airport,MCP → BSB → VCP → MII,4,2,2902.11,2476.93,0.853,"G3, AD","[{'from': 'MCP', 'to': 'BSB', 'airline': 'G3', 'distance': 1803.68}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'MII', 'airline': 'AD', 'distance': 300.43}]"
MII,MCP,Frank Miloye Milenkowichi�Mar�lia State Airport,Alberto Alcolumbre Airport,MII → VCP → BSB → MCP,4,2,2902.11,2476.93,0.853,"G3, AD","[{'from': 'MII', 'to': 'VCP', 'airline': 'AD', 'distance': 300.43}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'MCP', 'airline': 'G3', 'distance': 1803.68}]"
EZE,SMT,Ministro Pistarini International Airport,Adolino Bedin Regional Airport,EZE → POA → MGF → CGB → SMT,5,3,2930.71,2501.15,0.853,"G3, AD","[{'from': 'EZE', 'to': 'POA', 'airline': 'G3', 'distance': 874.83}, {'from': 'POA', 'to': 'MGF', 'airline': 'AD', 'distance': 729.22}, {'from': 'MGF', 'to': 'CGB', 'airline': 'AD', 'distance': 970.52}, {'from': 'CGB', 'to': 'SMT', 'airline': 'AD', 'distance': 356.14}]"
AUX,URG,Aragua�na Airport,Rubem Berta Airport,AUX → BSB → POA → URG,4,2,3132.79,2671.18,0.853,"G3, AD","[{'from': 'AUX', 'to': 'BSB', 'airline': 'AD', 'distance': 961.5}, {'from': 'BSB', 'to': 'POA', 'airline': 'G3', 'distance': 1605.27}, {'from': 'POA', 'to': 'URG', 'airline': 'AD', 'distance': 566.02}]"
MDZ,POJ,El Plumerillo Airport,Patos de Minas Airport,MDZ → GRU → PLU → POJ,4,2,3191.62,2722.51,0.853,"G3, AD","[{'from': 'MDZ', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.27}, {'from': 'GRU', 'to': 'PLU', 'airline': 'AD', 'distance': 476.22}, {'from': 'PLU', 'to': 'POJ', 'airline': 'AD', 'distance': 297.13}]"
POJ,MDZ,Patos de Minas Airport,El Plumerillo Airport,POJ → PLU → GRU → MDZ,4,2,3191.62,2722.51,0.853,"G3, AD","[{'from': 'POJ', 'to': 'PLU', 'airline': 'AD', 'distance': 297.13}, {'from': 'PLU', 'to': 'GRU', 'airline': 'AD', 'distance': 476.22}, {'from': 'GRU', 'to': 'MDZ', 'airline': 'G3', 'distance': 2418.27}]"
BVB,JPA,Atlas Brasil Cantanhede Airport,Presidente Castro Pinto International Airport,BVB → MAO → FOR → JPA,4,2,3593.04,3065.11,0.853,"G3, AD","[{'from': 'BVB', 'to': 'MAO', 'airline': 'G3', 'distance': 657.71}, {'from': 'MAO', 'to': 'FOR', 'airline': 'G3', 'distance': 2389.7}, {'from': 'FOR', 'to': 'JPA', 'airline': 'AD', 'distance': 545.63}]"
JPA,BVB,Presidente Castro Pinto International Airport,Atlas Brasil Cantanhede Airport,JPA → FOR → MAO → BVB,4,2,3593.04,3065.11,0.853,"G3, AD","[{'from': 'JPA', 'to': 'FOR', 'airline': 'AD', 'distance': 545.63}, {'from': 'FOR', 'to': 'MAO', 'airline': 'G3', 'distance': 2389.7}, {'from': 'MAO', 'to': 'BVB', 'airline': 'G3', 'distance': 657.71}]"
AQA,CZS,Araraquara Airport,Cruzeiro do Sul Airport,AQA → VCP → CGB → PVH → RBR → CZS,6,4,3608.94,3076.95,0.853,"G3, AD","[{'from': 'AQA', 'to': 'VCP', 'airline': 'AD', 'distance': 167.94}, {'from': 'VCP', 'to': 'CGB', 'airline': 'AD', 'distance': 1247.06}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'RBR', 'airline': 'G3', 'distance': 457.04}, {'from': 'RBR', 'to': 'CZS', 'airline': 'G3', 'distance': 591.83}]"
CZS,AQA,Cruzeiro do Sul Airport,Araraquara Airport,CZS → RBR → PVH → CGB → VCP → AQA,6,4,3608.94,3076.95,0.853,"G3, AD","[{'from': 'CZS', 'to': 'RBR', 'airline': 'G3', 'distance': 591.83}, {'from': 'RBR', 'to': 'PVH', 'airline': 'G3', 'distance': 457.04}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}, {'from': 'VCP', 'to': 'AQA', 'airline': 'AD', 'distance': 167.94}]"
CZS,JOI,Cruzeiro do Sul Airport,Lauro Carneiro de Loyola Airport,CZS → RBR → PVH → CGB → VCP → JOI,6,4,3836.24,3272.77,0.853,"G3, AD","[{'from': 'CZS', 'to': 'RBR', 'airline': 'G3', 'distance': 591.83}, {'from': 'RBR', 'to': 'PVH', 'airline': 'G3', 'distance': 457.04}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}, {'from': 'VCP', 'to': 'JOI', 'airline': 'AD', 'distance': 395.24}]"
JOI,CZS,Lauro Carneiro de Loyola Airport,Cruzeiro do Sul Airport,JOI → VCP → CGB → PVH → RBR → CZS,6,4,3836.24,3272.77,0.853,"G3, AD","[{'from': 'JOI', 'to': 'VCP', 'airline': 'AD', 'distance': 395.24}, {'from': 'VCP', 'to': 'CGB', 'airline': 'AD', 'distance': 1247.06}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'RBR', 'airline': 'G3', 'distance': 457.04}, {'from': 'RBR', 'to': 'CZS', 'airline': 'G3', 'distance': 591.83}]"
CZS,NVT,Cruzeiro do Sul Airport,Ministro Victor Konder International Airport,CZS → RBR → PVH → CGB → VCP → NVT,6,4,3897.95,3326.77,0.853,"G3, AD","[{'from': 'CZS', 'to': 'RBR', 'airline': 'G3', 'distance': 591.83}, {'from': 'RBR', 'to': 'PVH', 'airline': 'G3', 'distance': 457.04}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}, {'from': 'VCP', 'to': 'NVT', 'airline': 'AD', 'distance': 456.95}]"
NVT,CZS,Ministro Victor Konder International Airport,Cruzeiro do Sul Airport,NVT → VCP → CGB → PVH → RBR → CZS,6,4,3897.95,3326.77,0.853,"G3, AD","[{'from': 'NVT', 'to': 'VCP', 'airline': 'AD', 'distance': 456.95}, {'from': 'VCP', 'to': 'CGB', 'airline': 'AD', 'distance': 1247.06}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'RBR', 'airline': 'G3', 'distance': 457.04}, {'from': 'RBR', 'to': 'CZS', 'airline': 'G3', 'distance': 591.83}]"
AJU,OLC,Santa Maria Airport,Senadora Eunice Micheles Airport,AJU → BSB → MAO → TFF → OLC,5,3,4227.55,3608.17,0.853,"G3, AD","[{'from': 'AJU', 'to': 'BSB', 'airline': 'G3', 'distance': 1292.71}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'OLC', 'airline': 'AD', 'distance': 465.87}]"
ROS,CAY,Islas Malvinas Airport,Cayenne-Rochambeau Airport,ROS → GRU → BEL → CAY,4,2,5026.24,4287.78,0.853,"G3, AD","[{'from': 'ROS', 'to': 'GRU', 'airline': 'G3', 'distance': 1750.98}, {'from': 'GRU', 'to': 'BEL', 'airline': 'G3', 'distance': 2462.04}, {'from': 'BEL', 'to': 'CAY', 'airline': 'AD', 'distance': 813.22}]"
AUA,PTO,Queen Beatrix International Airport,PATO BRANCO,AUA → CCS → GRU → CWB → PTO,5,3,5504.41,4695.26,0.853,"G3, AD","[{'from': 'AUA', 'to': 'CCS', 'airline': 'G3', 'distance': 391.36}, {'from': 'CCS', 'to': 'GRU', 'airline': 'G3', 'distance': 4393.78}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'PTO', 'airline': 'AD', 'distance': 360.17}]"
PAV,CUN,Paulo Afonso Airport,Canc�n International Airport,PAV → SSA → BSB → MAO → CUN,5,3,7386.45,6297.35,0.853,"G3, AD","[{'from': 'PAV', 'to': 'SSA', 'airline': 'AD', 'distance': 390.12}, {'from': 'SSA', 'to': 'BSB', 'airline': 'G3', 'distance': 1084.75}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'CUN', 'airline': 'G3', 'distance': 3962.97}]"
MCO,TOW,Orlando International Airport,Toledo Airport,MCO → SDQ → GRU → CWB → TOW,5,3,7741.26,6603.81,0.853,"G3, AD","[{'from': 'MCO', 'to': 'SDQ', 'airline': 'G3', 'distance': 1624.92}, {'from': 'SDQ', 'to': 'GRU', 'airline': 'G3', 'distance': 5292.45}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
MCO,GEL,Orlando International Airport,Santo �ngelo Airport,MCO → SDQ → GRU → POA → GEL,5,3,8130.83,6936.43,0.853,"G3, AD","[{'from': 'MCO', 'to': 'SDQ', 'airline': 'G3', 'distance': 1624.92}, {'from': 'SDQ', 'to': 'GRU', 'airline': 'G3', 'distance': 5292.45}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'GEL', 'airline': 'AD', 'distance': 347.88}]"
VCP,TOW,Viracopos International Airport,Toledo Airport,VCP → CWB → TOW,3,1,813.2,692.99,0.852,"G3, AD","[{'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
ARU,TXF,Ara�atuba Airport,9 de Maio - Teixeira de Freitas Airport,ARU → VCP → CNF → TXF,4,2,1406.38,1197.69,0.852,"G3, AD","[{'from': 'ARU', 'to': 'VCP', 'airline': 'AD', 'distance': 397.47}, {'from': 'VCP', 'to': 'CNF', 'airline': 'G3', 'distance': 498.78}, {'from': 'CNF', 'to': 'TXF', 'airline': 'AD', 'distance': 510.13}]"
GIG,GEL,Rio Gale�o � Tom Jobim International Airport,Santo �ngelo Airport,GIG → POA → GEL,3,1,1469.9,1252.14,0.852,"G3, AD","[{'from': 'GIG', 'to': 'POA', 'airline': 'G3', 'distance': 1122.02}, {'from': 'POA', 'to': 'GEL', 'airline': 'AD', 'distance': 347.88}]"
IMP,SJP,Prefeito Renato Moreira Airport,Prof. Eribelto Manoel Reino State Airport,IMP → BSB → GYN → RAO → SJP,5,3,2009.54,1712.57,0.852,"G3, AD","[{'from': 'IMP', 'to': 'BSB', 'airline': 'G3', 'distance': 1150.62}, {'from': 'BSB', 'to': 'GYN', 'airline': 'G3', 'distance': 162.63}, {'from': 'GYN', 'to': 'RAO', 'airline': 'AD', 'distance': 523.38}, {'from': 'RAO', 'to': 'SJP', 'airline': 'AD', 'distance': 172.91}]"
THE,VAG,Senador Petr�nio Portela Airport,Major Brigadeiro Trompowsky Airport,THE → BSB → CNF → VAG,4,2,2184.07,1860.12,0.852,"G3, AD","[{'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'CNF', 'airline': 'G3', 'distance': 590.9}, {'from': 'CNF', 'to': 'VAG', 'airline': 'AD', 'distance': 268.68}]"
AJU,ROO,Santa Maria Airport,Maestro Marinho Franco Airport,AJU → BSB → CGB → ROO,4,2,2351.37,2004.46,0.852,"G3, AD","[{'from': 'AJU', 'to': 'BSB', 'airline': 'G3', 'distance': 1292.71}, {'from': 'BSB', 'to': 'CGB', 'airline': 'G3', 'distance': 877.35}, {'from': 'CGB', 'to': 'ROO', 'airline': 'AD', 'distance': 181.31}]"
ROO,AJU,Maestro Marinho Franco Airport,Santa Maria Airport,ROO → CGB → BSB → AJU,4,2,2351.37,2004.46,0.852,"G3, AD","[{'from': 'ROO', 'to': 'CGB', 'airline': 'AD', 'distance': 181.31}, {'from': 'CGB', 'to': 'BSB', 'airline': 'G3', 'distance': 877.35}, {'from': 'BSB', 'to': 'AJU', 'airline': 'G3', 'distance': 1292.71}]"
RAO,MVF,Leite Lopes Airport,Dix-Sept Rosado Airport,RAO → CNF → REC → MVF,4,2,2460.81,2097.75,0.852,"G3, AD","[{'from': 'RAO', 'to': 'CNF', 'airline': 'AD', 'distance': 430.72}, {'from': 'CNF', 'to': 'REC', 'airline': 'G3', 'distance': 1607.72}, {'from': 'REC', 'to': 'MVF', 'airline': 'AD', 'distance': 422.37}]"
CKS,PGZ,Caraj�s Airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,CKS → MAB → BSB → VCP → PGZ,5,3,2489.47,2120.48,0.852,"G3, AD","[{'from': 'CKS', 'to': 'MAB', 'airline': 'AD', 'distance': 126.56}, {'from': 'MAB', 'to': 'BSB', 'airline': 'G3', 'distance': 1175.14}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'PGZ', 'airline': 'AD', 'distance': 389.77}]"
CAC,MCP,Cascavel Airport,Alberto Alcolumbre Airport,CAC → VCP → BSB → MCP,4,2,3285.17,2797.76,0.852,"G3, AD","[{'from': 'CAC', 'to': 'VCP', 'airline': 'AD', 'distance': 683.49}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'MCP', 'airline': 'G3', 'distance': 1803.68}]"
MCP,CAC,Alberto Alcolumbre Airport,Cascavel Airport,MCP → BSB → VCP → CAC,4,2,3285.17,2797.76,0.852,"G3, AD","[{'from': 'MCP', 'to': 'BSB', 'airline': 'G3', 'distance': 1803.68}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'CAC', 'airline': 'AD', 'distance': 683.49}]"
SSA,CIZ,Deputado Luiz Eduardo Magalh�es International Airport,Coari Airport,SSA → BSB → MAO → CIZ,4,2,3396.52,2894.38,0.852,"G3, AD","[{'from': 'SSA', 'to': 'BSB', 'airline': 'G3', 'distance': 1084.75}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'CIZ', 'airline': 'AD', 'distance': 363.16}]"
CIZ,SSA,Coari Airport,Deputado Luiz Eduardo Magalh�es International Airport,CIZ → MAO → BSB → SSA,4,2,3396.52,2894.38,0.852,"G3, AD","[{'from': 'CIZ', 'to': 'MAO', 'airline': 'AD', 'distance': 363.16}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'SSA', 'airline': 'G3', 'distance': 1084.75}]"
AAX,BVB,Romeu Zema Airport,Atlas Brasil Cantanhede Airport,AAX → CNF → BSB → BVB,4,2,3414.17,2908.14,0.852,"G3, AD","[{'from': 'AAX', 'to': 'CNF', 'airline': 'AD', 'distance': 313.13}, {'from': 'CNF', 'to': 'BSB', 'airline': 'G3', 'distance': 590.9}, {'from': 'BSB', 'to': 'BVB', 'airline': 'G3', 'distance': 2510.14}]"
PNZ,FLL,Senador Nilo Coelho Airport,Fort Lauderdale Hollywood International Airport,PNZ → REC → FLL,3,1,6824.41,5815.33,0.852,"G3, AD","[{'from': 'PNZ', 'to': 'REC', 'airline': 'G3', 'distance': 635.47}, {'from': 'REC', 'to': 'FLL', 'airline': 'AD', 'distance': 6188.94}]"
LEC,FLL,Coronel Hor�cio de Mattos Airport,Fort Lauderdale Hollywood International Airport,LEC → SSA → FOR → BEL → FLL,5,3,7045.42,6004.7,0.852,"G3, AD","[{'from': 'LEC', 'to': 'SSA', 'airline': 'AD', 'distance': 323.98}, {'from': 'SSA', 'to': 'FOR', 'airline': 'G3', 'distance': 1015.73}, {'from': 'FOR', 'to': 'BEL', 'airline': 'G3', 'distance': 1136.19}, {'from': 'BEL', 'to': 'FLL', 'airline': 'AD', 'distance': 4569.52}]"
UBA,DTW,M�rio de Almeida Franco Airport,Detroit Metropolitan Wayne County Airport,UBA → CNF → GRU → DTW,4,2,9138.56,7790.2,0.852,"G3, AD","[{'from': 'UBA', 'to': 'CNF', 'airline': 'AD', 'distance': 418.43}, {'from': 'CNF', 'to': 'GRU', 'airline': 'G3', 'distance': 496.47}, {'from': 'GRU', 'to': 'DTW', 'airline': 'G3', 'distance': 8223.66}]"
DTW,BPS,Detroit Metropolitan Wayne County Airport,Porto Seguro Airport,DTW → GRU → BPS,3,1,9319.68,7942.27,0.852,"G3, AD","[{'from': 'DTW', 'to': 'GRU', 'airline': 'G3', 'distance': 8223.66}, {'from': 'GRU', 'to': 'BPS', 'airline': 'AD', 'distance': 1096.02}]"
BSB,CKS,Presidente Juscelino Kubistschek International Airport,Caraj�s Airport,BSB → MAB → CKS,3,1,1301.7,1108.04,0.851,"G3, AD","[{'from': 'BSB', 'to': 'MAB', 'airline': 'G3', 'distance': 1175.14}, {'from': 'MAB', 'to': 'CKS', 'airline': 'AD', 'distance': 126.56}]"
CKS,BSB,Caraj�s Airport,Presidente Juscelino Kubistschek International Airport,CKS → MAB → BSB,3,1,1301.7,1108.04,0.851,"G3, AD","[{'from': 'CKS', 'to': 'MAB', 'airline': 'AD', 'distance': 126.56}, {'from': 'MAB', 'to': 'BSB', 'airline': 'G3', 'distance': 1175.14}]"
IPN,REC,Usiminas Airport,Guararapes - Gilberto Freyre International Airport,IPN → CNF → REC,3,1,1764.19,1501.9,0.851,"G3, AD","[{'from': 'IPN', 'to': 'CNF', 'airline': 'AD', 'distance': 156.47}, {'from': 'CNF', 'to': 'REC', 'airline': 'G3', 'distance': 1607.72}]"
REC,IPN,Guararapes - Gilberto Freyre International Airport,Usiminas Airport,REC → CNF → IPN,3,1,1764.19,1501.9,0.851,"G3, AD","[{'from': 'REC', 'to': 'CNF', 'airline': 'G3', 'distance': 1607.72}, {'from': 'CNF', 'to': 'IPN', 'airline': 'AD', 'distance': 156.47}]"
PLU,CKS,Pampulha - Carlos Drummond de Andrade Airport,Caraj�s Airport,PLU → IPN → CNF → CKS,4,2,1952.88,1661.4,0.851,"G3, AD","[{'from': 'PLU', 'to': 'IPN', 'airline': 'AD', 'distance': 158.93}, {'from': 'IPN', 'to': 'CNF', 'airline': 'AD', 'distance': 156.47}, {'from': 'CNF', 'to': 'CKS', 'airline': 'G3', 'distance': 1637.48}]"
CKS,PLU,Caraj�s Airport,Pampulha - Carlos Drummond de Andrade Airport,CKS → CNF → IPN → PLU,4,2,1952.88,1661.4,0.851,"G3, AD","[{'from': 'CKS', 'to': 'CNF', 'airline': 'G3', 'distance': 1637.48}, {'from': 'CNF', 'to': 'IPN', 'airline': 'AD', 'distance': 156.47}, {'from': 'IPN', 'to': 'PLU', 'airline': 'AD', 'distance': 158.93}]"
MAB,GVR,Jo�o Correa da Rocha Airport,Coronel Altino Machado de Oliveira Airport,MAB → CKS → CNF → GVR,4,2,1988.09,1692.4,0.851,"G3, AD","[{'from': 'MAB', 'to': 'CKS', 'airline': 'AD', 'distance': 126.56}, {'from': 'CKS', 'to': 'CNF', 'airline': 'G3', 'distance': 1637.48}, {'from': 'CNF', 'to': 'GVR', 'airline': 'AD', 'distance': 224.05}]"
FOR,AAX,Pinto Martins International Airport,Romeu Zema Airport,FOR → SSA → VDC → PLU → AAX,5,3,2326.47,1979.32,0.851,"G3, AD","[{'from': 'FOR', 'to': 'SSA', 'airline': 'G3', 'distance': 1015.73}, {'from': 'SSA', 'to': 'VDC', 'airline': 'AD', 'distance': 349.88}, {'from': 'VDC', 'to': 'PLU', 'airline': 'AD', 'distance': 644.17}, {'from': 'PLU', 'to': 'AAX', 'airline': 'AD', 'distance': 316.69}]"
MCZ,STM,Zumbi dos Palmares Airport,Maestro Wilson Fonseca Airport,MCZ → REC → THE → SLZ → BEL → STM,6,4,2635.3,2242.12,0.851,"G3, AD","[{'from': 'MCZ', 'to': 'REC', 'airline': 'AD', 'distance': 181.09}, {'from': 'REC', 'to': 'THE', 'airline': 'AD', 'distance': 936.77}, {'from': 'THE', 'to': 'SLZ', 'airline': 'AD', 'distance': 316.55}, {'from': 'SLZ', 'to': 'BEL', 'airline': 'G3', 'distance': 490.13}, {'from': 'BEL', 'to': 'STM', 'airline': 'G3', 'distance': 710.76}]"
CWB,TFF,Afonso Pena Airport,Tef� Airport,CWB → VCP → MAO → TFF,4,2,3488.78,2970.42,0.851,"G3, AD","[{'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'MAO', 'airline': 'AD', 'distance': 2620.01}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}]"
TFF,CWB,Tef� Airport,Afonso Pena Airport,TFF → MAO → VCP → CWB,4,2,3488.78,2970.42,0.851,"G3, AD","[{'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'VCP', 'airline': 'AD', 'distance': 2620.01}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}]"
IRZ,RAO,Tapuruquara Airport,Leite Lopes Airport,IRZ → TFF → MAO → BSB → GYN → RAO,6,4,3490.37,2969.92,0.851,"G3, AD","[{'from': 'IRZ', 'to': 'TFF', 'airline': 'AD', 'distance': 335.39}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'GYN', 'airline': 'G3', 'distance': 162.63}, {'from': 'GYN', 'to': 'RAO', 'airline': 'AD', 'distance': 523.38}]"
JTC,PBM,Bauru - Arealva Airport,Johan Adolf Pengel International Airport,JTC → VCP → BEL → PBM,4,2,3691.35,3143.01,0.851,"G3, AD","[{'from': 'JTC', 'to': 'VCP', 'airline': 'AD', 'distance': 217.76}, {'from': 'VCP', 'to': 'BEL', 'airline': 'AD', 'distance': 2409.3}, {'from': 'BEL', 'to': 'PBM', 'airline': 'G3', 'distance': 1064.29}]"
PBM,JTC,Johan Adolf Pengel International Airport,Bauru - Arealva Airport,PBM → BEL → BSB → VCP → JTC,5,3,3692.41,3143.01,0.851,"G3, AD","[{'from': 'PBM', 'to': 'BEL', 'airline': 'G3', 'distance': 1064.29}, {'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'JTC', 'airline': 'AD', 'distance': 217.76}]"
CZS,FLN,Cruzeiro do Sul Airport,Herc�lio Luz International Airport,CZS → RBR → PVH → CGB → VCP → FLN,6,4,3978.7,3386.55,0.851,"G3, AD","[{'from': 'CZS', 'to': 'RBR', 'airline': 'G3', 'distance': 591.83}, {'from': 'RBR', 'to': 'PVH', 'airline': 'G3', 'distance': 457.04}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}, {'from': 'VCP', 'to': 'FLN', 'airline': 'AD', 'distance': 537.7}]"
