origin,destination,origin_city,dest_city,path,path_length,stops,total_distance,direct_distance,efficiency,airlines,segments
AQA,IMP,Araraquara Airport,Prefeito Renato Moreira Airport,AQA → VCP → BSB → IMP,4,2,2116.56,1811.78,0.856,"G3, AD","[{'from': 'AQA', 'to': 'VCP', 'airline': 'AD', 'distance': 167.94}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'IMP', 'airline': 'G3', 'distance': 1150.62}]"
IMP,AQA,Prefeito Renato Moreira Airport,Araraquara Airport,IMP → BSB → VCP → AQA,4,2,2116.56,1811.78,0.856,"G3, AD","[{'from': 'IMP', 'to': 'BSB', 'airline': 'G3', 'distance': 1150.62}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'AQA', 'airline': 'AD', 'distance': 167.94}]"
CAW,OPS,Bartolomeu Lisandro Airport,Presidente Jo�o Batista Figueiredo Airport,CAW → SDU → GRU → OPS,4,2,2183.01,1869.44,0.856,"G3, AD","[{'from': 'CAW', 'to': 'SDU', 'airline': 'AD', 'distance': 234.17}, {'from': 'SDU', 'to': 'GRU', 'airline': 'G3', 'distance': 343.35}, {'from': 'GRU', 'to': 'OPS', 'airline': 'G3', 'distance': 1605.49}]"
OPS,CAW,Presidente Jo�o Batista Figueiredo Airport,Bartolomeu Lisandro Airport,OPS → GRU → SDU → CAW,4,2,2183.01,1869.44,0.856,"G3, AD","[{'from': 'OPS', 'to': 'GRU', 'airline': 'G3', 'distance': 1605.49}, {'from': 'GRU', 'to': 'SDU', 'airline': 'G3', 'distance': 343.35}, {'from': 'SDU', 'to': 'CAW', 'airline': 'AD', 'distance': 234.17}]"
PLU,BVH,Pampulha - Carlos Drummond de Andrade Airport,Brigadeiro Camar�o Airport,PLU → UDI → BSB → CGB → BVH,5,3,2215.99,1896.76,0.856,"G3, AD","[{'from': 'PLU', 'to': 'UDI', 'airline': 'AD', 'distance': 461.13}, {'from': 'UDI', 'to': 'BSB', 'airline': 'AD', 'distance': 336.74}, {'from': 'BSB', 'to': 'CGB', 'airline': 'G3', 'distance': 877.35}, {'from': 'CGB', 'to': 'BVH', 'airline': 'AD', 'distance': 540.77}]"
BVH,PLU,Brigadeiro Camar�o Airport,Pampulha - Carlos Drummond de Andrade Airport,BVH → CGB → BSB → UDI → PLU,5,3,2215.99,1896.76,0.856,"G3, AD","[{'from': 'BVH', 'to': 'CGB', 'airline': 'AD', 'distance': 540.77}, {'from': 'CGB', 'to': 'BSB', 'airline': 'G3', 'distance': 877.35}, {'from': 'BSB', 'to': 'UDI', 'airline': 'AD', 'distance': 336.74}, {'from': 'UDI', 'to': 'PLU', 'airline': 'AD', 'distance': 461.13}]"
TUR,FEN,Tucuru� Airport,Fernando de Noronha Airport,TUR → BEL → FOR → NAT → FEN,5,3,2241.6,1919.05,0.856,"G3, AD","[{'from': 'TUR', 'to': 'BEL', 'airline': 'AD', 'distance': 301.19}, {'from': 'BEL', 'to': 'FOR', 'airline': 'G3', 'distance': 1136.19}, {'from': 'FOR', 'to': 'NAT', 'airline': 'G3', 'distance': 413.98}, {'from': 'NAT', 'to': 'FEN', 'airline': 'AD', 'distance': 390.24}]"
IMP,LDB,Prefeito Renato Moreira Airport,Governador Jos� Richa Airport,IMP → BSB → VCP → LDB,4,2,2358.67,2018.22,0.856,"G3, AD","[{'from': 'IMP', 'to': 'BSB', 'airline': 'G3', 'distance': 1150.62}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'LDB', 'airline': 'AD', 'distance': 410.05}]"
LDB,IMP,Governador Jos� Richa Airport,Prefeito Renato Moreira Airport,LDB → VCP → BSB → IMP,4,2,2358.67,2018.22,0.856,"G3, AD","[{'from': 'LDB', 'to': 'VCP', 'airline': 'AD', 'distance': 410.05}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'IMP', 'airline': 'G3', 'distance': 1150.62}]"
MAO,PHB,Eduardo Gomes International Airport,Prefeito Doutor Jo�o Silva Filho Airport,MAO → BEL → SLZ → THE → PHB,5,3,2375.33,2034.15,0.856,"G3, AD","[{'from': 'MAO', 'to': 'BEL', 'airline': 'G3', 'distance': 1299.07}, {'from': 'BEL', 'to': 'SLZ', 'airline': 'AD', 'distance': 490.13}, {'from': 'SLZ', 'to': 'THE', 'airline': 'AD', 'distance': 316.55}, {'from': 'THE', 'to': 'PHB', 'airline': 'AD', 'distance': 269.58}]"
PHB,MAO,Prefeito Doutor Jo�o Silva Filho Airport,Eduardo Gomes International Airport,PHB → THE → SLZ → BEL → MAO,5,3,2375.33,2034.15,0.856,"G3, AD","[{'from': 'PHB', 'to': 'THE', 'airline': 'AD', 'distance': 269.58}, {'from': 'THE', 'to': 'SLZ', 'airline': 'AD', 'distance': 316.55}, {'from': 'SLZ', 'to': 'BEL', 'airline': 'G3', 'distance': 490.13}, {'from': 'BEL', 'to': 'MAO', 'airline': 'G3', 'distance': 1299.07}]"
PHB,CFB,Prefeito Doutor Jo�o Silva Filho Airport,Cabo Frio Airport,PHB → THE → BSB → CNF → CFB,5,3,2600.99,2227.31,0.856,"G3, AD","[{'from': 'PHB', 'to': 'THE', 'airline': 'AD', 'distance': 269.58}, {'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'CNF', 'airline': 'G3', 'distance': 590.9}, {'from': 'CNF', 'to': 'CFB', 'airline': 'AD', 'distance': 416.02}]"
BEL,MII,Val de Cans/J�lio Cezar Ribeiro International Airport,Frank Miloye Milenkowichi�Mar�lia State Airport,BEL → BSB → VCP → MII,4,2,2710.79,2320.13,0.856,"G3, AD","[{'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'MII', 'airline': 'AD', 'distance': 300.43}]"
NAT,JPR,Governador Alu�zio Alves International Airport,Ji-Paran� Airport,NAT → BSB → CGB → JPR,4,2,3464.14,2965.6,0.856,"G3, AD","[{'from': 'NAT', 'to': 'BSB', 'airline': 'G3', 'distance': 1770.06}, {'from': 'BSB', 'to': 'CGB', 'airline': 'G3', 'distance': 877.35}, {'from': 'CGB', 'to': 'JPR', 'airline': 'AD', 'distance': 816.73}]"
JPR,NAT,Ji-Paran� Airport,Governador Alu�zio Alves International Airport,JPR → CGB → BSB → NAT,4,2,3464.14,2965.6,0.856,"G3, AD","[{'from': 'JPR', 'to': 'CGB', 'airline': 'AD', 'distance': 816.73}, {'from': 'CGB', 'to': 'BSB', 'airline': 'G3', 'distance': 877.35}, {'from': 'BSB', 'to': 'NAT', 'airline': 'G3', 'distance': 1770.06}]"
PBM,SJP,Johan Adolf Pengel International Airport,Prof. Eribelto Manoel Reino State Airport,PBM → BEL → MAB → AUX → PMW → GYN → RAO → SJP,8,6,3491.6,2988.43,0.856,"G3, AD","[{'from': 'PBM', 'to': 'BEL', 'airline': 'G3', 'distance': 1064.29}, {'from': 'BEL', 'to': 'MAB', 'airline': 'G3', 'distance': 449.63}, {'from': 'MAB', 'to': 'AUX', 'airline': 'AD', 'distance': 229.31}, {'from': 'AUX', 'to': 'PMW', 'airline': 'AD', 'distance': 340.9}, {'from': 'PMW', 'to': 'GYN', 'airline': 'AD', 'distance': 711.18}, {'from': 'GYN', 'to': 'RAO', 'airline': 'AD', 'distance': 523.38}, {'from': 'RAO', 'to': 'SJP', 'airline': 'AD', 'distance': 172.91}]"
BEL,GEL,Val de Cans/J�lio Cezar Ribeiro International Airport,Santo �ngelo Airport,BEL → BSB → POA → GEL,4,2,3565.51,3051.99,0.856,"G3, AD","[{'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'POA', 'airline': 'G3', 'distance': 1605.27}, {'from': 'POA', 'to': 'GEL', 'airline': 'AD', 'distance': 347.88}]"
RAO,PBM,Leite Lopes Airport,Johan Adolf Pengel International Airport,RAO → CNF → BEL → PBM,4,2,3582.16,3065.15,0.856,"G3, AD","[{'from': 'RAO', 'to': 'CNF', 'airline': 'AD', 'distance': 430.72}, {'from': 'CNF', 'to': 'BEL', 'airline': 'AD', 'distance': 2087.15}, {'from': 'BEL', 'to': 'PBM', 'airline': 'G3', 'distance': 1064.29}]"
GVR,OLC,Coronel Altino Machado de Oliveira Airport,Senadora Eunice Micheles Airport,GVR → PLU → UDI → BSB → MAO → TFF → OLC,7,5,3964.95,3393.07,0.856,"G3, AD","[{'from': 'GVR', 'to': 'PLU', 'airline': 'AD', 'distance': 232.24}, {'from': 'PLU', 'to': 'UDI', 'airline': 'AD', 'distance': 461.13}, {'from': 'UDI', 'to': 'BSB', 'airline': 'AD', 'distance': 336.74}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'OLC', 'airline': 'AD', 'distance': 465.87}]"
CCS,PTO,Sim�n Bol�var International Airport,PATO BRANCO,CCS → GRU → CWB → PTO,4,2,5113.05,4376.14,0.856,"G3, AD","[{'from': 'CCS', 'to': 'GRU', 'airline': 'G3', 'distance': 4393.78}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'PTO', 'airline': 'AD', 'distance': 360.17}]"
SDQ,GVR,Las Am�ricas International Airport,Coronel Altino Machado de Oliveira Airport,SDQ → GIG → CNF → GVR,4,2,5995.92,5134.61,0.856,"G3, AD","[{'from': 'SDQ', 'to': 'GIG', 'airline': 'G3', 'distance': 5409.85}, {'from': 'GIG', 'to': 'CNF', 'airline': 'G3', 'distance': 362.02}, {'from': 'CNF', 'to': 'GVR', 'airline': 'AD', 'distance': 224.05}]"
GVR,SDQ,Coronel Altino Machado de Oliveira Airport,Las Am�ricas International Airport,GVR → PLU → GRU → SDQ,4,2,6000.91,5134.61,0.856,"G3, AD","[{'from': 'GVR', 'to': 'PLU', 'airline': 'AD', 'distance': 232.24}, {'from': 'PLU', 'to': 'GRU', 'airline': 'AD', 'distance': 476.22}, {'from': 'GRU', 'to': 'SDQ', 'airline': 'G3', 'distance': 5292.45}]"
SDQ,VAG,Las Am�ricas International Airport,Major Brigadeiro Trompowsky Airport,SDQ → GIG → CNF → VAG,4,2,6040.55,5170.81,0.856,"G3, AD","[{'from': 'SDQ', 'to': 'GIG', 'airline': 'G3', 'distance': 5409.85}, {'from': 'GIG', 'to': 'CNF', 'airline': 'G3', 'distance': 362.02}, {'from': 'CNF', 'to': 'VAG', 'airline': 'AD', 'distance': 268.68}]"
AQA,TXF,Araraquara Airport,9 de Maio - Teixeira de Freitas Airport,AQA → VCP → CNF → TXF,4,2,1176.85,1006.05,0.855,"G3, AD","[{'from': 'AQA', 'to': 'VCP', 'airline': 'AD', 'distance': 167.94}, {'from': 'VCP', 'to': 'CNF', 'airline': 'G3', 'distance': 498.78}, {'from': 'CNF', 'to': 'TXF', 'airline': 'AD', 'distance': 510.13}]"
AQA,MAB,Araraquara Airport,Jo�o Correa da Rocha Airport,AQA → VCP → BSB → MAB,4,2,2141.08,1831.62,0.855,"G3, AD","[{'from': 'AQA', 'to': 'VCP', 'airline': 'AD', 'distance': 167.94}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'MAB', 'airline': 'G3', 'distance': 1175.14}]"
MAB,AQA,Jo�o Correa da Rocha Airport,Araraquara Airport,MAB → BSB → VCP → AQA,4,2,2141.08,1831.62,0.855,"G3, AD","[{'from': 'MAB', 'to': 'BSB', 'airline': 'G3', 'distance': 1175.14}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'AQA', 'airline': 'AD', 'distance': 167.94}]"
THE,IZA,Senador Petr�nio Portela Airport,Zona da Mata Regional Airport,THE → BSB → CNF → IZA,4,2,2141.26,1829.89,0.855,"G3, AD","[{'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'CNF', 'airline': 'G3', 'distance': 590.9}, {'from': 'CNF', 'to': 'IZA', 'airline': 'AD', 'distance': 225.87}]"
IZA,THE,Zona da Mata Regional Airport,Senador Petr�nio Portela Airport,IZA → CNF → BSB → THE,4,2,2141.26,1829.89,0.855,"G3, AD","[{'from': 'IZA', 'to': 'CNF', 'airline': 'AD', 'distance': 225.87}, {'from': 'CNF', 'to': 'BSB', 'airline': 'G3', 'distance': 590.9}, {'from': 'BSB', 'to': 'THE', 'airline': 'G3', 'distance': 1324.49}]"
PNZ,PPB,Senador Nilo Coelho Airport,Presidente Prudente Airport,PNZ → CNF → VCP → PPB,4,2,2147.08,1836.28,0.855,"G3, AD","[{'from': 'PNZ', 'to': 'CNF', 'airline': 'AD', 'distance': 1198.27}, {'from': 'CNF', 'to': 'VCP', 'airline': 'G3', 'distance': 498.78}, {'from': 'VCP', 'to': 'PPB', 'airline': 'AD', 'distance': 450.03}]"
CGR,MVF,Campo Grande Airport,Dix-Sept Rosado Airport,CGR → BSB → REC → MVF,4,2,2953.89,2525.38,0.855,"G3, AD","[{'from': 'CGR', 'to': 'BSB', 'airline': 'G3', 'distance': 877.49}, {'from': 'BSB', 'to': 'REC', 'airline': 'G3', 'distance': 1654.03}, {'from': 'REC', 'to': 'MVF', 'airline': 'AD', 'distance': 422.37}]"
CGR,CAY,Campo Grande Airport,Cayenne-Rochambeau Airport,CGR → BSB → BEL → CAY,4,2,3303.07,2823.27,0.855,"G3, AD","[{'from': 'CGR', 'to': 'BSB', 'airline': 'G3', 'distance': 877.49}, {'from': 'BSB', 'to': 'BEL', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BEL', 'to': 'CAY', 'airline': 'AD', 'distance': 813.22}]"
ROS,LEC,Islas Malvinas Airport,Coronel Hor�cio de Mattos Airport,ROS → GRU → SSA → LEC,4,2,3527.12,3015.03,0.855,"G3, AD","[{'from': 'ROS', 'to': 'GRU', 'airline': 'G3', 'distance': 1750.98}, {'from': 'GRU', 'to': 'SSA', 'airline': 'G3', 'distance': 1452.16}, {'from': 'SSA', 'to': 'LEC', 'airline': 'AD', 'distance': 323.98}]"
LEC,ROS,Coronel Hor�cio de Mattos Airport,Islas Malvinas Airport,LEC → SSA → GRU → ROS,4,2,3527.12,3015.03,0.855,"G3, AD","[{'from': 'LEC', 'to': 'SSA', 'airline': 'AD', 'distance': 323.98}, {'from': 'SSA', 'to': 'GRU', 'airline': 'G3', 'distance': 1452.16}, {'from': 'GRU', 'to': 'ROS', 'airline': 'G3', 'distance': 1750.98}]"
CWB,IRZ,Afonso Pena Airport,Tapuruquara Airport,CWB → VCP → MAO → TFF → IRZ,5,3,3824.17,3271.44,0.855,"G3, AD","[{'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'MAO', 'airline': 'AD', 'distance': 2620.01}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'IRZ', 'airline': 'AD', 'distance': 335.39}]"
IRZ,CWB,Tapuruquara Airport,Afonso Pena Airport,IRZ → TFF → MAO → VCP → CWB,5,3,3824.17,3271.44,0.855,"G3, AD","[{'from': 'IRZ', 'to': 'TFF', 'airline': 'AD', 'distance': 335.39}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'VCP', 'airline': 'AD', 'distance': 2620.01}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}]"
VIX,ERN,Eurico de Aguiar Salles Airport,Eirunep� Airport,VIX → CNF → MAO → TFF → ERN,5,3,4127.65,3530.75,0.855,"G3, AD","[{'from': 'VIX', 'to': 'CNF', 'airline': 'G3', 'distance': 391.62}, {'from': 'CNF', 'to': 'MAO', 'airline': 'AD', 'distance': 2539.51}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'ERN', 'airline': 'AD', 'distance': 676.16}]"
ERN,VIX,Eirunep� Airport,Eurico de Aguiar Salles Airport,ERN → TFF → MAO → CNF → VIX,5,3,4127.65,3530.75,0.855,"G3, AD","[{'from': 'ERN', 'to': 'TFF', 'airline': 'AD', 'distance': 676.16}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'CNF', 'airline': 'AD', 'distance': 2539.51}, {'from': 'CNF', 'to': 'VIX', 'airline': 'G3', 'distance': 391.62}]"
CCS,RIA,Sim�n Bol�var International Airport,Santa Maria Airport,CCS → GRU → POA → RIA,4,2,5504.11,4703.67,0.855,"G3, AD","[{'from': 'CCS', 'to': 'GRU', 'airline': 'G3', 'distance': 4393.78}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'RIA', 'airline': 'AD', 'distance': 244.75}]"
RIA,CCS,Santa Maria Airport,Sim�n Bol�var International Airport,RIA → POA → GRU → CCS,4,2,5504.11,4703.67,0.855,"G3, AD","[{'from': 'RIA', 'to': 'POA', 'airline': 'AD', 'distance': 244.75}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'CCS', 'airline': 'G3', 'distance': 4393.78}]"
AAX,JFK,Romeu Zema Airport,John F Kennedy International Airport,AAX → CNF → GRU → JFK,4,2,8473.58,7245.91,0.855,"G3, AD","[{'from': 'AAX', 'to': 'CNF', 'airline': 'AD', 'distance': 313.13}, {'from': 'CNF', 'to': 'GRU', 'airline': 'G3', 'distance': 496.47}, {'from': 'GRU', 'to': 'JFK', 'airline': 'G3', 'distance': 7663.98}]"
BSB,RAO,Presidente Juscelino Kubistschek International Airport,Leite Lopes Airport,BSB → GYN → RAO,3,1,686.01,585.89,0.854,"G3, AD","[{'from': 'BSB', 'to': 'GYN', 'airline': 'G3', 'distance': 162.63}, {'from': 'GYN', 'to': 'RAO', 'airline': 'AD', 'distance': 523.38}]"
SDU,GEL,Santos Dumont Airport,Santo �ngelo Airport,SDU → POA → GEL,3,1,1467.9,1254.06,0.854,"G3, AD","[{'from': 'SDU', 'to': 'POA', 'airline': 'G3', 'distance': 1120.02}, {'from': 'POA', 'to': 'GEL', 'airline': 'AD', 'distance': 347.88}]"
BEL,IRZ,Val de Cans/J�lio Cezar Ribeiro International Airport,Tapuruquara Airport,BEL → MAO → TFF → IRZ,4,2,2154.82,1839.62,0.854,"G3, AD","[{'from': 'BEL', 'to': 'MAO', 'airline': 'G3', 'distance': 1299.07}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'IRZ', 'airline': 'AD', 'distance': 335.39}]"
IRZ,BEL,Tapuruquara Airport,Val de Cans/J�lio Cezar Ribeiro International Airport,IRZ → TFF → MAO → BEL,4,2,2154.82,1839.62,0.854,"G3, AD","[{'from': 'IRZ', 'to': 'TFF', 'airline': 'AD', 'distance': 335.39}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BEL', 'airline': 'G3', 'distance': 1299.07}]"
SLZ,CGB,Marechal Cunha Machado International Airport,Marechal Rondon Airport,SLZ → BEL → CGB,3,1,2284.87,1950.68,0.854,"G3, AD","[{'from': 'SLZ', 'to': 'BEL', 'airline': 'G3', 'distance': 490.13}, {'from': 'BEL', 'to': 'CGB', 'airline': 'AD', 'distance': 1794.74}]"
PHB,BAZ,Prefeito Doutor Jo�o Silva Filho Airport,Barcelos Airport,PHB → THE → SLZ → BEL → MAO → BAZ,6,4,2767.8,2364.07,0.854,"G3, AD","[{'from': 'PHB', 'to': 'THE', 'airline': 'AD', 'distance': 269.58}, {'from': 'THE', 'to': 'SLZ', 'airline': 'AD', 'distance': 316.55}, {'from': 'SLZ', 'to': 'BEL', 'airline': 'G3', 'distance': 490.13}, {'from': 'BEL', 'to': 'MAO', 'airline': 'G3', 'distance': 1299.07}, {'from': 'MAO', 'to': 'BAZ', 'airline': 'AD', 'distance': 392.47}]"
BAZ,PHB,Barcelos Airport,Prefeito Doutor Jo�o Silva Filho Airport,BAZ → MAO → BEL → SLZ → THE → PHB,6,4,2767.8,2364.07,0.854,"G3, AD","[{'from': 'BAZ', 'to': 'MAO', 'airline': 'AD', 'distance': 392.47}, {'from': 'MAO', 'to': 'BEL', 'airline': 'G3', 'distance': 1299.07}, {'from': 'BEL', 'to': 'SLZ', 'airline': 'AD', 'distance': 490.13}, {'from': 'SLZ', 'to': 'THE', 'airline': 'AD', 'distance': 316.55}, {'from': 'THE', 'to': 'PHB', 'airline': 'AD', 'distance': 269.58}]"
TFF,RAO,Tef� Airport,Leite Lopes Airport,TFF → MAO → BSB → GYN → RAO,5,3,3154.98,2693.68,0.854,"G3, AD","[{'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'GYN', 'airline': 'G3', 'distance': 162.63}, {'from': 'GYN', 'to': 'RAO', 'airline': 'AD', 'distance': 523.38}]"
JDO,BAZ,Orlando Bezerra de Menezes Airport,Barcelos Airport,JDO → FOR → MAO → BAZ,4,2,3173.58,2711.76,0.854,"G3, AD","[{'from': 'JDO', 'to': 'FOR', 'airline': 'G3', 'distance': 391.41}, {'from': 'FOR', 'to': 'MAO', 'airline': 'G3', 'distance': 2389.7}, {'from': 'MAO', 'to': 'BAZ', 'airline': 'AD', 'distance': 392.47}]"
BAZ,JDO,Barcelos Airport,Orlando Bezerra de Menezes Airport,BAZ → MAO → FOR → JDO,4,2,3173.58,2711.76,0.854,"G3, AD","[{'from': 'BAZ', 'to': 'MAO', 'airline': 'AD', 'distance': 392.47}, {'from': 'MAO', 'to': 'FOR', 'airline': 'G3', 'distance': 2389.7}, {'from': 'FOR', 'to': 'JDO', 'airline': 'G3', 'distance': 391.41}]"
SDQ,PGZ,Las Am�ricas International Airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,SDQ → GIG → VCP → PGZ,4,2,6198.02,5290.05,0.854,"G3, AD","[{'from': 'SDQ', 'to': 'GIG', 'airline': 'G3', 'distance': 5409.85}, {'from': 'GIG', 'to': 'VCP', 'airline': 'G3', 'distance': 398.4}, {'from': 'VCP', 'to': 'PGZ', 'airline': 'AD', 'distance': 389.77}]"
JFK,MII,John F Kennedy International Airport,Frank Miloye Milenkowichi�Mar�lia State Airport,JFK → GRU → CWB → VCP → MII,5,3,8671.92,7409.94,0.854,"G3, AD","[{'from': 'JFK', 'to': 'GRU', 'airline': 'G3', 'distance': 7663.98}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'MII', 'airline': 'AD', 'distance': 300.43}]"
MII,JFK,Frank Miloye Milenkowichi�Mar�lia State Airport,John F Kennedy International Airport,MII → VCP → CWB → GRU → JFK,5,3,8671.92,7409.94,0.854,"G3, AD","[{'from': 'MII', 'to': 'VCP', 'airline': 'AD', 'distance': 300.43}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}, {'from': 'CWB', 'to': 'GRU', 'airline': 'G3', 'distance': 359.1}, {'from': 'GRU', 'to': 'JFK', 'airline': 'G3', 'distance': 7663.98}]"
DTW,UBA,Detroit Metropolitan Wayne County Airport,M�rio de Almeida Franco Airport,DTW → GRU → PLU → AAX → UBA,5,3,9124.24,7790.2,0.854,"G3, AD","[{'from': 'DTW', 'to': 'GRU', 'airline': 'G3', 'distance': 8223.66}, {'from': 'GRU', 'to': 'PLU', 'airline': 'AD', 'distance': 476.22}, {'from': 'PLU', 'to': 'AAX', 'airline': 'AD', 'distance': 316.69}, {'from': 'AAX', 'to': 'UBA', 'airline': 'AD', 'distance': 107.67}]"
MOC,RAO,M�rio Ribeiro Airport,Leite Lopes Airport,MOC → CNF → RAO,3,1,755.54,644.81,0.853,"G3, AD","[{'from': 'MOC', 'to': 'CNF', 'airline': 'G3', 'distance': 324.82}, {'from': 'CNF', 'to': 'RAO', 'airline': 'AD', 'distance': 430.72}]"
RAO,MOC,Leite Lopes Airport,M�rio Ribeiro Airport,RAO → CNF → MOC,3,1,755.54,644.81,0.853,"G3, AD","[{'from': 'RAO', 'to': 'CNF', 'airline': 'AD', 'distance': 430.72}, {'from': 'CNF', 'to': 'MOC', 'airline': 'G3', 'distance': 324.82}]"
CNF,MII,Tancredo Neves International Airport,Frank Miloye Milenkowichi�Mar�lia State Airport,CNF → VCP → MII,3,1,799.21,681.34,0.853,"G3, AD","[{'from': 'CNF', 'to': 'VCP', 'airline': 'G3', 'distance': 498.78}, {'from': 'VCP', 'to': 'MII', 'airline': 'AD', 'distance': 300.43}]"
MII,CNF,Frank Miloye Milenkowichi�Mar�lia State Airport,Tancredo Neves International Airport,MII → VCP → CNF,3,1,799.21,681.34,0.853,"G3, AD","[{'from': 'MII', 'to': 'VCP', 'airline': 'AD', 'distance': 300.43}, {'from': 'VCP', 'to': 'CNF', 'airline': 'G3', 'distance': 498.78}]"
PFB,EZE,Lauro Kurtz Airport,Ministro Pistarini International Airport,PFB → POA → EZE,3,1,1099.49,938.32,0.853,"G3, AD","[{'from': 'PFB', 'to': 'POA', 'airline': 'AD', 'distance': 224.66}, {'from': 'POA', 'to': 'EZE', 'airline': 'G3', 'distance': 874.83}]"
EZE,PFB,Ministro Pistarini International Airport,Lauro Kurtz Airport,EZE → POA → PFB,3,1,1099.49,938.32,0.853,"G3, AD","[{'from': 'EZE', 'to': 'POA', 'airline': 'G3', 'distance': 874.83}, {'from': 'POA', 'to': 'PFB', 'airline': 'AD', 'distance': 224.66}]"
CPV,IPN,Presidente Jo�o Suassuna Airport,Usiminas Airport,CPV → SSA → CNF → IPN,4,2,1796.92,1531.89,0.853,"G3, AD","[{'from': 'CPV', 'to': 'SSA', 'airline': 'G3', 'distance': 680.88}, {'from': 'SSA', 'to': 'CNF', 'airline': 'G3', 'distance': 959.57}, {'from': 'CNF', 'to': 'IPN', 'airline': 'AD', 'distance': 156.47}]"
VDC,BYO,Vit�ria da Conquista Airport,Bonito Airport,VDC → CNF → VCP → BYO,4,2,2102.03,1793.02,0.853,"G3, AD","[{'from': 'VDC', 'to': 'CNF', 'airline': 'AD', 'distance': 623.9}, {'from': 'CNF', 'to': 'VCP', 'airline': 'G3', 'distance': 498.78}, {'from': 'VCP', 'to': 'BYO', 'airline': 'AD', 'distance': 979.35}]"
BYO,VDC,Bonito Airport,Vit�ria da Conquista Airport,BYO → VCP → CNF → VDC,4,2,2102.03,1793.02,0.853,"G3, AD","[{'from': 'BYO', 'to': 'VCP', 'airline': 'AD', 'distance': 979.35}, {'from': 'VCP', 'to': 'CNF', 'airline': 'G3', 'distance': 498.78}, {'from': 'CNF', 'to': 'VDC', 'airline': 'AD', 'distance': 623.9}]"
SSA,ROO,Deputado Luiz Eduardo Magalh�es International Airport,Maestro Marinho Franco Airport,SSA → CGB → ROO,3,1,2122.24,1809.81,0.853,"G3, AD","[{'from': 'SSA', 'to': 'CGB', 'airline': 'G3', 'distance': 1940.93}, {'from': 'CGB', 'to': 'ROO', 'airline': 'AD', 'distance': 181.31}]"
